Origin,Destination,All,Night,Day,Evening
34,118,3,0,2,1
34,119,2,0,1,1
34,120,0,0,0,0
34,121,9,1,7,1
34,122,6,0,6,0
34,123,7,0,6,0
34,124,4,0,4,0
34,125,12,0,13,1
34,126,9,0,6,3
34,127,8,0,8,0
34,128,16,0,15,2
34,129,4,1,2,1
34,130,2,0,2,0
34,131,16,0,11,6
34,132,1,0,1,0
34,133,6,1,4,1
34,134,8,0,4,3
34,135,4,0,2,2
34,136,7,1,5,1
34,137,1,0,1,0
34,138,10,0,9,1
34,139,6,0,6,0
34,140,10,2,7,1
34,141,5,0,5,0
34,142,2,0,2,0
34,143,5,0,3,2
34,144,4,0,2,2
34,145,1,0,1,0
34,146,2,0,1,1
34,147,1,0,0,1
34,148,11,0,11,0
34,149,12,0,10,1
34,150,9,0,10,0
34,151,1,0,1,0
34,152,0,0,0,0
34,153,3,0,3,0
34,154,3,0,2,1
34,155,1,0,1,0
34,156,4,0,3,1
34,157,9,0,9,0
34,158,2,0,2,0
34,159,2,0,2,0
34,160,5,0,4,1
34,161,3,0,2,1
34,162,0,0,0,0
34,163,12,0,11,1
34,164,5,0,5,0
34,165,3,0,3,0
34,166,2,0,1,1
34,167,2,0,1,1
34,168,1,0,1,0
34,169,4,0,3,0
34,170,8,1,7,0
34,171,4,0,4,0
34,172,2,0,2,0
34,173,0,0,0,0
34,174,4,0,4,0
34,175,6,0,4,2
34,176,6,0,6,1
34,177,8,0,8,1
34,178,9,0,7,2
34,179,30,3,24,4
34,180,30,1,20,8
34,181,1,0,2,0
34,182,69,1,52,20
34,183,14,1,9,4
34,184,16,1,13,3
34,185,18,0,16,1
34,186,26,1,18,6
34,187,22,5,15,2
34,188,38,1,27,11
34,189,39,0,32,7
34,190,26,0,21,5
34,191,3,0,4,0
34,192,30,1,28,6
34,193,26,2,22,8
34,194,10,2,12,0
34,195,30,2,27,1
34,196,22,0,20,3
34,197,16,1,15,0
34,198,22,1,18,1
34,199,65,3,46,17
34,External,964,30,737,197
35,1,33,0,29,7
35,2,80,7,53,25
35,3,13,0,11,3
35,4,28,1,17,10
35,5,26,0,24,2
35,6,25,1,16,7
35,7,11,0,6,4
35,8,25,0,20,5
35,9,13,0,13,0
35,10,8,0,7,1
35,11,17,0,11,7
35,12,9,1,6,2
35,13,28,4,17,7
35,14,6,0,6,0
35,15,3,0,2,1
35,16,3,0,1,2
35,17,23,4,19,4
35,18,13,1,8,4
35,19,16,2,9,5
35,20,10,0,7,4
35,21,10,0,9,1
35,22,3,0,2,1
35,23,7,1,4,2
35,24,21,1,14,5
35,25,40,1,30,9
35,26,29,0,27,4
35,27,25,2,21,3
35,28,4,0,2,2
35,29,4,0,4,0
35,30,21,0,13,7
35,31,30,0,28,2
35,32,7,1,5,1
35,33,65,6,64,10
35,34,41,3,33,7
35,35,230,5,170,61
35,36,72,2,56,14
35,37,52,3,32,17
35,38,36,0,31,3
35,39,35,2,24,8
35,40,32,3,21,11
35,41,43,0,30,20
35,42,123,4,87,38
35,43,27,1,17,12
35,44,149,11,103,39
35,45,97,1,99,6
35,46,86,1,67,17
35,47,43,0,37,9
35,48,46,1,43,6
35,49,29,1,26,7
35,50,44,3,43,6
35,51,52,1,50,5
35,52,41,0,32,12
35,53,125,5,105,25
35,54,7,0,7,0
35,55,0,0,0,0
35,56,4,0,3,1
35,57,6,0,5,0
35,58,6,0,5,1
35,59,10,2,6,3
35,60,1,0,0,1
35,61,24,0,20,4
35,62,6,0,4,2
35,63,5,0,4,1
35,64,9,0,7,2
35,65,7,0,6,1
35,66,8,1,7,0
35,67,3,0,3,0
35,68,4,0,5,0
35,69,8,0,7,1
35,70,6,1,4,1
35,71,6,1,3,1
35,72,8,0,6,2
35,73,14,1,13,2
35,74,19,1,13,9
35,75,29,0,22,8
35,76,8,0,7,0
35,77,9,0,9,0
35,78,62,0,52,11
35,79,12,0,10,3
35,80,11,0,11,1
35,81,3,0,4,1
35,82,10,0,11,1
35,83,0,0,0,0
35,84,4,0,4,0
35,85,3,1,1,1
35,86,3,0,2,1
35,87,3,0,2,1
35,88,3,0,3,0
35,89,5,0,4,1
35,90,16,0,10,6
35,91,5,1,4,0
35,92,19,0,10,10
35,93,34,0,26,9
35,94,67,0,45,21
35,95,34,2,29,5
35,96,25,1,25,8
35,97,9,0,9,2
35,98,7,1,5,2
35,99,14,0,13,2
35,100,5,0,3,3
35,101,8,0,6,2
35,102,2,0,1,1
35,103,8,0,6,2
35,104,4,0,3,1
35,105,5,0,4,2
35,106,2,0,1,1
35,107,2,0,1,1
35,108,8,1,3,1
35,109,7,2,3,2
35,110,2,0,2,0
35,111,6,0,7,0
35,112,7,0,6,1
35,113,3,1,2,0
35,114,3,0,3,0
35,115,3,0,3,0
35,116,4,0,4,0
35,117,2,0,2,0
35,118,5,0,5,0
35,119,1,0,1,0
35,120,1,0,1,0
35,121,5,0,3,2
35,122,1,0,1,0
35,123,2,0,1,1
35,124,5,1,4,0
35,125,8,0,7,2
35,126,6,0,4,2
35,127,2,0,2,0
35,128,12,0,11,0
35,129,4,0,2,3
35,130,1,0,1,0
35,131,9,0,8,1
35,132,2,0,2,0
35,133,13,0,8,5
35,134,4,0,3,1
35,135,4,0,1,2
35,136,11,1,10,1
35,137,8,0,6,2
35,138,26,1,22,3
35,139,3,0,3,0
35,140,11,0,7,4
35,141,4,0,3,1
35,142,3,1,2,0
35,143,2,0,1,1
35,144,2,0,1,1
35,145,18,1,15,0
35,146,0,0,0,0
35,147,2,0,1,1
35,148,3,0,3,0
35,149,6,0,6,0
35,150,4,0,4,0
35,151,3,0,0,2
35,152,0,0,0,0
35,153,8,0,6,2
35,154,3,0,3,0
35,155,0,0,0,0
35,156,4,0,4,0
35,157,3,0,3,0
35,158,2,0,2,0
35,159,3,0,3,0
35,160,3,1,2,0
35,161,2,0,1,1
35,162,2,0,1,2
35,163,9,0,7,1
35,164,6,0,4,2
35,165,2,0,0,2
35,166,9,0,9,0
35,167,4,1,3,0
35,168,0,0,0,0
35,169,8,0,4,4
35,170,10,0,6,4
35,171,3,0,2,1
35,172,2,0,2,0
35,173,2,1,1,0
35,174,0,0,0,0
35,175,12,1,9,2
35,176,7,0,7,0
35,177,4,0,2,2
35,178,8,0,7,0
35,179,114,4,91,19
35,180,14,1,10,2
35,181,12,1,10,0
35,182,5,0,4,1
35,183,26,0,20,5
35,184,16,2,12,2
35,185,11,0,9,2
35,186,37,1,33,4
35,187,95,1,79,14
35,188,47,0,41,9
35,189,54,4,44,7
35,190,22,2,21,2
35,191,14,0,14,1
35,192,26,3,25,3
35,193,24,5,20,8
35,194,17,0,16,3
35,195,41,3,35,11
35,196,17,1,13,3
35,197,47,3,37,6
35,198,23,0,17,6
35,199,93,6,65,22
35,External,524,15,425,91
36,1,9,0,9,1
36,2,28,2,18,9
36,3,25,0,19,6
36,4,13,0,9,5
36,5,84,0,70,14
36,6,7,0,7,1
36,7,6,0,3,2
36,8,53,1,40,13
36,9,56,0,46,10
36,10,54,1,44,10
36,11,65,0,48,19
36,12,26,0,22,3
36,13,87,7,62,19
36,14,12,1,8,3
36,15,22,2,18,2
36,16,26,0,22,5
36,17,163,5,148,29
36,18,140,2,111,30
36,19,70,2,46,22
36,20,29,0,28,1
36,21,13,0,9,5
36,22,5,0,4,2
36,23,26,0,22,7
36,24,47,0,28,19
36,25,56,2,41,15
36,26,79,4,55,22
36,27,55,0,42,16
36,28,45,0,32,13
36,29,16,1,15,1
36,30,110,1,93,13
36,31,150,0,121,27
36,32,74,1,57,16
36,33,102,2,86,28
36,34,53,1,44,7
36,35,70,2,63,12
36,36,164,2,156,23
36,37,209,6,157,45
36,38,123,0,125,13
36,39,171,4,140,37
36,40,135,3,91,44
36,41,36,2,24,14
36,42,79,0,56,31
36,43,26,2,19,6
36,44,51,3,36,18
36,45,42,0,32,10
36,46,23,0,18,3
36,47,20,1,16,3
36,48,16,0,15,2
36,49,15,0,9,7
36,50,13,1,9,4
36,51,8,0,8,1
36,52,30,0,24,7
36,53,84,2,64,21
36,54,14,1,13,1
36,55,16,0,14,2
36,56,9,0,4,5
36,57,33,0,25,9
36,58,12,0,9,4
36,59,24,2,17,6
36,60,12,0,8,4
36,61,9,0,8,1
36,62,10,0,8,3
36,63,7,1,6,1
36,64,7,0,9,1
36,65,29,2,29,3
36,66,33,0,29,4
36,67,5,1,6,1
36,68,11,1,6,5
36,69,11,0,8,2
36,70,7,0,8,0
36,71,2,0,1,1
36,72,16,0,11,4
36,73,17,0,13,4
36,74,4,0,3,1
36,75,22,2,17,5
36,76,7,0,3,3
36,77,8,0,7,1
36,78,52,2,35,15
36,79,6,0,6,0
36,80,7,0,5,2
36,81,18,1,16,0
36,82,16,0,15,2
36,83,4,0,2,2
36,84,7,0,4,2
36,85,0,0,0,0
36,86,7,0,6,1
36,87,8,0,7,2
36,88,1,0,0,1
36,89,5,0,3,2
36,90,20,0,17,2
36,91,5,2,3,0
36,92,20,1,15,4
36,93,28,0,20,9
36,94,11,0,9,4
36,95,18,0,16,4
36,96,18,0,17,3
36,97,11,0,10,4
36,98,9,1,6,1
36,99,17,0,16,3
36,100,5,0,2,3
36,101,10,0,9,1
36,102,9,0,5,4
36,103,8,3,5,0
36,104,7,0,4,3
36,105,7,0,6,1
36,106,6,0,6,0
36,107,4,0,4,0
36,108,11,0,10,2
36,109,26,2,20,4
36,110,14,0,10,4
36,111,33,0,28,5
36,112,16,1,13,3
36,113,12,1,10,1
36,114,11,1,7,2
36,115,12,1,8,2
36,116,16,0,11,5
36,117,13,0,9,4
36,118,6,1,3,2
36,119,11,0,8,3
36,120,4,0,3,1
36,121,11,4,7,0
36,122,4,0,3,1
36,123,5,0,4,1
36,124,4,0,3,1
36,125,20,0,17,3
36,126,11,0,7,4
36,127,16,0,15,1
36,128,22,0,16,7
36,129,5,0,5,0
36,130,6,0,6,0
36,131,21,2,19,1
36,132,1,0,1,0
36,133,19,0,11,9
36,134,8,0,7,1
36,135,9,0,6,3
36,136,15,0,12,4
36,137,7,0,6,1
36,138,13,1,9,3
36,139,4,2,2,0
36,140,42,9,31,2
36,141,11,0,9,2
36,142,4,0,4,0
36,143,10,0,9,0
36,144,8,0,6,1
36,145,1,0,1,0
36,146,0,0,0,0
36,147,0,0,0,0
36,148,13,0,12,1
36,149,7,0,6,1
36,150,2,0,2,0
36,151,2,0,1,1
36,152,1,0,1,0
36,153,8,0,6,1
36,154,2,0,1,1
36,155,0,0,0,0
36,156,11,0,11,1
36,157,4,0,4,0
36,158,2,0,2,0
36,159,5,1,3,1
36,160,8,0,7,1
36,161,4,0,4,0
36,162,3,0,2,1
36,163,14,0,11,2
36,164,10,0,10,0
36,165,10,0,7,2
36,166,7,0,6,1
36,167,0,0,0,0
36,168,0,0,0,0
36,169,37,1,33,3
36,170,19,0,17,1
36,171,7,0,6,1
36,172,3,0,3,0
36,173,1,0,1,0
36,174,2,0,2,0
36,175,4,0,2,2
36,176,4,0,2,2
36,177,3,0,3,0
36,178,3,0,2,1
36,179,67,4,47,15
36,180,14,0,11,3
36,181,7,0,6,1
36,182,18,0,15,3
36,183,12,3,5,3
36,184,11,0,9,1
36,185,12,0,11,1
36,186,32,1,29,2
36,187,60,0,48,7
36,188,32,1,24,7
36,189,45,0,32,11
36,190,21,0,15,4
36,191,5,0,3,2
36,192,22,2,17,7
36,193,22,0,20,11
36,194,16,0,14,4
36,195,26,0,27,7
36,196,10,0,9,1
36,197,30,1,20,8
36,198,7,0,7,1
36,199,37,1,27,9
36,External,1041,25,838,201
37,1,20,1,17,3
37,2,156,13,107,36
37,3,99,6,63,32
37,4,66,2,43,22
37,5,178,9,132,37
37,6,21,1,15,6
37,7,27,1,20,7
37,8,309,7,239,86
37,9,137,7,122,16
37,10,90,0,67,21
37,11,214,8,157,46
37,12,52,4,43,5
37,13,280,28,184,69
37,14,32,2,21,8
37,15,137,13,71,51
37,16,331,29,218,114
37,17,137,8,107,31
37,18,341,28,231,99
37,19,499,22,354,131
37,20,65,6,59,7
37,21,134,11,67,52
37,22,30,1,17,12
37,23,156,15,100,39
37,24,132,13,83,44
37,25,91,1,67,30
37,26,159,4,123,29
37,27,313,27,237,74
37,28,529,23,373,143
37,29,100,3,77,19
37,30,185,16,133,38
37,31,442,7,335,109
37,32,483,19,384,97
37,33,509,39,353,156
37,34,144,11,92,44
37,35,64,4,45,16
37,36,145,4,124,23
37,37,1696,103,1274,443
37,38,98,0,85,12
37,39,123,7,84,33
37,40,171,19,121,35
37,41,40,5,32,9
37,42,96,8,54,36
37,43,78,2,58,21
37,44,61,4,44,15
37,45,31,0,29,5
37,46,101,2,68,36
37,47,61,6,46,14
37,48,46,6,36,6
37,49,33,0,28,6
37,50,13,2,9,2
37,51,22,1,15,2
37,52,22,1,20,1
37,53,48,5,27,16
37,54,9,0,5,4
37,55,11,1,8,2
37,56,18,0,13,4
37,57,50,4,33,12
37,58,21,1,16,6
37,59,19,2,16,2
37,60,13,1,11,2
37,61,36,3,29,5
37,62,14,0,13,1
37,63,13,0,8,5
37,64,6,0,5,4
37,65,20,0,21,2
37,66,17,0,15,2
37,67,17,4,7,4
37,68,8,1,4,3
37,69,35,8,13,15
37,70,20,3,11,6
37,71,11,0,11,0
37,72,19,2,12,5
37,73,33,3,25,4
37,74,14,4,8,3
37,75,27,2,20,7
37,76,15,2,7,6
37,77,4,1,3,0
37,78,111,6,84,23
37,79,13,2,11,0
37,80,24,2,19,2
37,81,15,1,13,1
37,82,19,1,13,5
37,83,4,0,3,1
37,84,7,2,4,1
37,85,4,0,4,0
37,86,13,0,7,5
37,87,13,1,9,3
37,88,7,0,4,4
37,89,12,0,9,3
37,90,23,2,16,5
37,91,7,0,5,2
37,92,46,4,21,21
37,93,33,0,27,8
37,94,21,1,14,9
37,95,22,4,13,4
37,96,57,2,43,14
37,97,68,0,56,17
37,98,26,2,19,9
37,99,37,3,24,4
37,100,12,1,6,4
37,101,35,3,25,6
37,102,7,1,4,2
37,103,20,0,16,4
37,104,35,1,31,4
37,105,17,1,14,2
37,106,20,0,20,0
37,107,13,0,13,1
37,108,27,1,19,9
37,109,57,1,47,10
37,110,37,0,27,8
37,111,56,1,49,5
37,112,45,4,42,1
37,113,20,0,17,2
37,114,23,6,13,5
37,115,13,0,9,2
37,116,35,6,19,13
37,117,33,1,23,11
37,118,7,0,7,0
37,119,19,1,14,4
37,120,7,0,7,0
37,121,27,1,23,4
37,122,23,0,21,3
37,123,23,0,17,6
37,124,16,3,15,1
37,125,41,1,39,2
37,126,13,0,8,6
37,127,14,1,9,5
37,128,48,2,32,14
37,129,30,2,24,7
37,130,17,0,17,0
37,131,52,9,37,7
37,132,5,0,5,1
37,133,39,0,32,8
37,134,20,1,16,2
37,135,17,1,13,3
37,136,20,0,16,3
37,137,21,0,13,7
37,138,12,0,8,4
37,139,25,12,12,1
37,140,48,1,47,2
37,141,32,2,24,5
37,142,7,0,7,0
37,143,18,1,8,9
37,144,13,0,13,0
37,145,18,0,18,0
37,146,4,0,4,0
37,147,3,0,3,0
37,148,15,0,10,4
37,149,22,1,18,4
37,150,11,0,11,1
37,151,10,0,8,3
37,152,0,0,0,0
37,153,11,0,8,2
37,154,8,0,6,2
37,155,2,0,2,0
37,156,17,0,15,2
37,157,10,2,4,4
37,158,4,0,4,0
37,159,3,0,2,1
37,160,29,1,25,6
37,161,14,0,10,3
37,162,3,0,2,1
37,163,26,1,18,7
37,164,29,0,24,4
37,165,15,0,7,8
37,166,25,2,17,6
37,167,8,1,4,3
37,168,7,1,5,1
37,169,26,4,14,7
37,170,28,2,24,3
37,171,23,1,16,6
37,172,4,0,3,2
37,173,2,0,2,0
37,174,13,0,10,3
37,175,32,3,23,4
37,176,5,1,3,1
37,177,11,0,9,2
37,178,30,2,23,5
37,179,56,5,44,6
37,180,126,12,91,23
37,181,12,0,6,7
37,182,170,6,127,36
37,183,54,7,40,9
37,184,49,5,40,7
37,185,59,4,47,8
37,186,50,4,37,10
37,187,62,12,34,14
37,188,96,5,70,25
37,189,170,10,121,38
37,190,42,2,32,7
37,191,30,1,25,4
37,192,52,3,46,8
37,193,64,11,53,13
37,194,21,2,15,6
37,195,70,8,44,19
37,196,55,2,45,9
37,197,41,2,34,5
37,198,40,0,28,11
37,199,137,8,98,31
37,External,2153,97,1669,398
38,1,0,0,0,0
38,2,13,0,6,8
38,3,16,0,14,1
38,4,8,0,5,3
38,5,48,0,36,13
38,6,3,0,0,3
38,7,2,0,2,0
38,8,27,1,24,2
38,9,28,0,21,6
38,10,27,1,21,4
38,11,45,0,42,4
38,12,15,1,12,2
38,13,55,4,39,12
38,14,8,0,7,0
38,15,9,0,7,2
38,16,12,2,8,3
38,17,28,1,24,4
38,18,18,0,12,6
38,19,17,0,11,6
38,20,9,1,8,0
38,21,3,0,1,2
38,22,9,1,4,2
38,23,21,2,9,9
38,24,25,0,17,8
38,25,59,1,46,16
38,26,79,2,59,20
38,27,35,1,27,10
38,28,19,2,15,5
38,29,11,0,10,2
38,30,53,0,45,9
38,31,121,0,95,25
38,32,34,1,35,6
38,33,45,1,28,20
38,34,35,1,30,6
38,35,36,0,34,8
38,36,86,0,75,14
38,37,90,5,63,22
38,38,97,1,85,15
38,39,122,2,92,33
38,40,59,3,39,22
38,41,47,1,33,18
38,42,18,0,14,5
38,43,32,1,20,11
38,44,21,2,14,5
38,45,37,0,23,14
38,46,10,0,8,3
38,47,5,0,4,1
38,48,7,0,8,0
38,49,12,0,12,2
38,50,18,1,14,4
38,51,9,0,8,1
38,52,21,0,14,6
38,53,43,3,25,15
38,54,9,0,7,2
38,55,19,2,15,2
38,56,7,0,5,1
38,57,43,0,33,9
38,58,15,0,12,4
38,59,20,1,17,2
38,60,19,0,14,8
38,61,18,0,17,2
38,62,17,0,13,4
38,63,13,1,9,3
38,64,9,0,6,2
38,65,10,0,10,3
38,66,19,0,13,8
38,67,12,1,10,3
38,68,15,0,10,6
38,69,10,0,7,3
38,70,12,0,9,4
38,71,8,0,6,2
38,72,12,0,9,3
38,73,14,0,10,4
38,74,9,0,5,5
38,75,18,0,10,9
38,76,13,0,7,6
38,77,7,0,7,0
38,78,81,6,58,18
38,79,8,0,6,2
38,80,6,0,3,3
38,81,7,0,6,1
38,82,6,0,6,0
38,83,3,0,2,1
38,84,11,0,9,2
38,85,1,0,0,1
38,86,6,0,3,3
38,87,5,0,4,1
38,88,11,0,10,1
38,89,3,0,3,0
38,90,27,1,25,2
38,91,6,0,2,4
38,92,20,0,13,7
38,93,40,0,33,8
38,94,19,0,14,6
38,95,28,0,23,10
38,96,7,0,6,3
38,97,12,1,9,2
38,98,7,0,7,0
38,99,17,0,14,3
38,100,2,0,1,1
38,101,11,0,8,3
38,102,5,0,3,2
38,103,8,1,4,3
38,104,4,0,2,1
38,105,6,0,5,1
38,106,2,0,2,0
38,107,3,0,1,2
38,108,5,0,3,2
38,109,11,0,9,1
38,110,9,1,7,1
38,111,17,0,14,3
38,112,8,0,7,1
38,113,7,0,7,0
38,114,5,0,4,1
38,115,8,0,8,0
38,116,11,0,5,6
38,117,19,0,15,4
38,118,4,0,4,0
38,119,4,0,4,0
38,120,1,0,1,0
38,121,12,0,7,5
38,122,3,0,2,1
38,123,1,0,0,1
38,124,5,0,4,1
38,125,11,0,7,3
38,126,3,0,2,1
38,127,6,0,3,3
38,128,14,0,10,4
38,129,4,0,2,5
38,130,6,0,5,1
38,131,18,1,11,7
38,132,4,0,1,3
38,133,30,0,18,12
38,134,10,0,8,1
38,135,8,0,6,1
38,136,9,0,7,2
38,137,9,0,8,2
38,138,23,0,20,3
38,139,4,0,3,0
38,140,17,0,16,2
38,141,10,0,11,0
38,142,1,0,1,0
38,143,9,0,9,0
38,144,5,0,3,2
38,145,2,0,2,0
38,146,1,0,1,0
38,147,0,0,0,0
38,148,9,0,8,3
38,149,13,0,9,3
38,150,2,0,1,0
38,151,1,0,1,0
38,152,0,0,0,0
38,153,11,0,6,4
38,154,2,0,0,2
38,155,0,0,0,0
38,156,4,0,5,0
38,157,6,0,2,4
38,158,0,0,0,0
38,159,4,0,4,0
38,160,12,0,8,4
38,161,4,0,2,2
38,162,1,0,1,0
38,163,9,0,7,2
38,164,10,0,8,2
38,165,3,0,3,0
38,166,6,0,5,1
38,167,4,0,2,2
38,168,1,0,1,0
38,169,10,2,8,0
38,170,12,0,11,2
38,171,2,0,2,0
38,172,5,0,4,1
38,173,1,0,0,1
38,174,2,0,2,0
38,175,10,0,8,2
38,176,5,0,4,1
38,177,3,0,3,0
38,178,10,0,10,0
38,179,87,1,65,21
38,180,13,0,10,2
38,181,2,0,1,0
38,182,34,0,30,3
38,183,19,0,14,4
38,184,11,0,9,2
38,185,12,0,9,4
38,186,31,0,29,4
38,187,65,2,48,14
38,188,43,2,34,8
38,189,60,3,46,9
38,190,33,0,26,9
38,191,8,0,8,0
38,192,35,0,29,8
38,193,17,0,14,5
38,194,20,0,14,8
38,195,33,1,34,8
38,196,14,0,12,2
38,197,34,0,29,7
38,198,5,0,4,1
38,199,11,0,10,1
38,External,1098,13,873,266
39,1,12,0,13,1
39,2,22,3,17,5
39,3,26,0,25,3
39,4,7,1,5,1
39,5,58,1,50,7
39,6,6,0,2,3
39,7,4,0,1,3
39,8,35,1,28,8
39,9,25,0,23,2
39,10,31,0,31,3
39,11,46,0,37,6
39,12,15,0,14,1
39,13,67,10,37,17
39,14,18,1,4,12
39,15,15,1,12,3
39,16,31,0,16,15
39,17,73,2,69,14
39,18,148,7,99,39
39,19,81,4,63,14
39,20,9,0,5,4
39,21,16,0,11,4
39,22,7,1,6,0
39,23,31,1,23,11
39,24,74,7,41,24
39,25,171,0,126,66
39,26,249,2,195,75
39,27,118,5,87,30
39,28,45,0,36,10
39,29,11,0,9,2
39,30,72,0,63,11
39,31,128,0,97,29
39,32,34,2,24,9
39,33,51,4,29,21
39,34,47,0,36,12
39,35,62,1,51,18
39,36,187,5,151,47
39,37,246,12,193,40
39,38,132,2,108,23
39,39,306,7,227,84
39,40,253,3,198,68
39,41,90,4,61,37
39,42,43,0,34,11
39,43,45,1,31,15
39,44,49,3,27,19
39,45,40,0,29,10
39,46,16,0,15,2
39,47,12,0,7,4
39,48,11,0,8,5
39,49,16,1,15,1
39,50,23,0,25,2
39,51,17,0,10,7
39,52,33,0,24,7
39,53,87,3,62,21
39,54,11,0,8,3
39,55,13,1,9,2
39,56,5,0,5,0
39,57,31,0,27,4
39,58,12,0,10,2
39,59,30,0,26,4
39,60,14,0,12,2
39,61,13,0,11,2
39,62,11,0,8,3
39,63,11,0,7,4
39,64,22,7,14,4
39,65,16,0,16,4
39,66,22,1,15,7
39,67,20,0,14,7
39,68,5,0,3,1
39,69,15,1,6,9
39,70,11,0,8,4
39,71,8,0,6,1
39,72,14,0,12,2
39,73,31,1,20,9
39,74,12,1,6,5
39,75,24,1,17,9
39,76,15,0,13,2
39,77,7,0,6,1
39,78,86,1,66,20
39,79,16,0,15,1
39,80,9,0,8,2
39,81,27,0,22,5
39,82,18,0,16,2
39,83,5,0,5,0
39,84,6,0,3,3
39,85,7,4,3,0
39,86,4,0,3,0
39,87,6,0,3,3
39,88,5,0,5,0
39,89,7,0,4,3
39,90,33,1,30,2
39,91,8,0,5,4
39,92,19,3,14,3
39,93,21,1,11,9
39,94,11,0,8,3
39,95,24,1,20,4
39,96,23,3,11,8
39,97,10,0,8,2
39,98,8,0,4,4
39,99,13,0,9,4
39,100,6,0,4,2
39,101,13,0,5,7
39,102,10,1,6,2
39,103,9,0,9,0
39,104,14,0,14,0
39,105,7,0,7,0
39,106,1,0,1,0
39,107,3,0,3,0
39,108,9,1,6,1
39,109,6,0,6,0
39,110,9,0,6,3
39,111,18,1,16,1
39,112,10,0,8,2
39,113,10,0,9,1
39,114,6,0,3,3
39,115,7,0,6,1
39,116,12,0,8,3
39,117,9,0,7,2
39,118,3,0,3,0
39,119,7,0,6,1
39,120,3,0,2,1
39,121,14,0,11,3
39,122,12,0,8,4
39,123,9,0,6,3
39,124,5,0,4,1
39,125,17,0,17,1
39,126,5,1,4,0
39,127,6,0,6,0
39,128,16,1,5,8
39,129,7,0,6,3
39,130,4,0,2,1
39,131,19,1,11,6
39,132,4,1,2,1
39,133,21,0,11,10
39,134,11,0,9,2
39,135,12,0,10,2
39,136,10,0,8,3
39,137,7,0,6,1
39,138,22,0,16,7
39,139,8,0,6,2
39,140,12,1,10,2
39,141,13,0,11,2
39,142,2,0,1,1
39,143,6,0,4,2
39,144,10,0,10,0
39,145,7,0,7,0
39,146,1,0,0,1
39,147,1,0,1,0
39,148,9,0,7,2
39,149,8,1,6,2
39,150,2,1,1,0
39,151,3,0,3,0
39,152,0,0,0,0
39,153,21,0,16,5
39,154,0,0,0,0
39,155,3,0,3,0
39,156,13,0,11,2
39,157,5,0,5,0
39,158,1,0,1,0
39,159,14,0,12,2
39,160,15,0,14,1
39,161,3,0,2,1
39,162,2,0,1,1
39,163,11,0,11,0
39,164,13,0,11,2
39,165,8,0,7,1
39,166,9,0,7,2
39,167,0,0,0,0
39,168,0,0,0,0
39,169,7,1,3,3
39,170,21,2,13,5
39,171,12,0,9,3
39,172,2,0,2,0
39,173,0,0,0,0
39,174,0,0,0,0
39,175,19,0,14,4
39,176,0,0,0,0
39,177,7,0,6,1
39,178,1,0,0,1
39,179,86,1,69,18
39,180,30,0,22,9
39,181,13,0,9,4
39,182,18,0,13,4
39,183,29,1,27,2
39,184,14,0,12,2
39,185,18,2,12,5
39,186,42,2,29,10
39,187,68,3,49,12
39,188,54,4,38,12
39,189,56,2,43,12
39,190,37,1,34,3
39,191,14,0,13,3
39,192,22,1,18,5
39,193,26,2,25,7
39,194,17,0,15,3
39,195,45,1,38,13
39,196,12,1,6,5
39,197,46,1,41,5
39,198,18,1,11,6
39,199,35,1,25,8
39,External,1531,56,1199,350
40,1,4,0,3,1
40,2,27,2,17,10
40,3,13,0,8,5
40,4,11,0,8,3
40,5,29,0,21,8
40,6,1,0,1,0
40,7,5,3,1,1
40,8,35,0,26,8
40,9,24,0,22,3
40,10,15,1,9,6
40,11,71,5,54,11
40,12,14,1,9,4
40,13,144,36,79,32
40,14,9,1,6,2
40,15,14,2,12,1
40,16,34,0,29,9
40,17,64,3,49,15
40,18,106,3,61,44
40,19,66,2,49,14
40,20,12,1,8,3
40,21,8,0,7,2
40,22,19,0,9,11
40,23,21,0,14,8
40,24,78,0,51,26
40,25,137,0,114,34
40,26,390,6,328,116
40,27,99,2,79,22
40,28,43,2,34,8
40,29,7,0,5,1
40,30,32,1,21,10
40,31,65,0,49,14
40,32,39,3,31,6
40,33,36,4,29,10
40,34,37,3,20,12
40,35,39,2,23,15
40,36,100,12,70,28
40,37,209,12,157,37
40,38,92,0,71,25
40,39,220,7,166,59
40,40,1030,33,805,261
40,41,200,6,150,75
40,42,18,0,10,8
40,43,86,3,56,29
40,44,122,3,92,33
40,45,23,3,16,5
40,46,21,1,11,10
40,47,6,2,4,0
40,48,9,0,5,4
40,49,6,0,5,2
40,50,26,2,22,5
40,51,12,0,11,2
40,52,15,0,7,8
40,53,39,2,27,13
40,54,5,1,3,1
40,55,20,3,15,5
40,56,12,0,8,4
40,57,25,0,18,9
40,58,42,2,37,7
40,59,26,2,16,8
40,60,12,1,12,2
40,61,17,1,10,8
40,62,25,1,18,4
40,63,13,0,11,2
40,64,4,0,1,3
40,65,6,0,6,1
40,66,17,0,13,5
40,67,11,1,11,1
40,68,5,0,2,3
40,69,12,0,8,7
40,70,6,1,4,1
40,71,8,0,8,0
40,72,14,0,11,3
40,73,56,0,43,13
40,74,13,3,8,3
40,75,28,0,17,12
40,76,7,0,7,0
40,77,5,0,4,1
40,78,74,2,61,11
40,79,9,0,7,2
40,80,8,0,7,1
40,81,10,0,9,1
