id,region,nodes,osmids,count
1222,95,673,357,17
1223,95,675,1724,17
1224,95,676,359,17
1225,95,680,382,17
1226,95,681,362,17
1227,95,1033,1687,17
1228,95,2235,1624,17
1229,95,2236,2394,17
1230,96,634,923,12
1231,96,635,1912,12
1232,96,636,823,12
1233,96,637,337,12
1234,96,638,747,12
1235,96,936,503,12
1236,96,937,1434,12
1237,96,1314,2203,12
1238,96,1315,745,12
1239,96,1316,746,12
1240,96,1318,748,12
1241,96,1319,1057,12
1242,97,722,1744,19
1243,97,2010,1345,19
1244,97,2015,1338,19
1245,97,2016,2189,19
1246,97,2018,2168,19
1247,97,2091,1429,19
1248,97,2092,1430,19
1249,97,2093,1818,19
1250,97,2094,1874,19
1251,97,2095,2249,19
1252,97,2096,1943,19
1253,97,2098,2235,19
1254,97,2238,1628,19
1255,97,2239,1888,19
1256,97,2240,1743,19
1257,97,2241,2556,19
1258,97,2320,2406,19
1259,97,2353,1815,19
1260,97,2355,2188,19
1261,98,48,21,14
1262,98,254,502,14
1263,98,640,339,14
1264,98,641,340,14
1265,98,642,1824,14
1266,98,935,1435,14
1267,98,1052,588,14
1268,98,1465,841,14
1269,98,2102,1438,14
1270,98,2103,1444,14
1271,98,2110,1445,14
1272,98,2111,1447,14
1273,98,2113,1448,14
1274,98,2132,1809,14
1275,99,45,20,13
1276,99,46,1249,13
1277,99,1417,809,13
1278,99,1418,1736,13
1279,99,1419,2266,13
1280,99,1420,1479,13
1281,99,1913,1250,13
1282,99,1914,1480,13
1283,99,2128,1476,13
1284,99,2129,1894,13
1285,99,2130,1477,13
1286,99,2131,1478,13
1287,99,2133,1537,13
1288,100,501,268,14
1289,100,502,1821,14
1290,100,503,2128,14
1291,100,504,2279,14
1292,100,1354,773,14
1293,100,1355,2144,14
1294,100,1356,2093,14
1295,100,1357,774,14
1296,100,2309,1823,14
1297,100,2311,2280,14
1298,100,2312,2259,14
1299,100,2356,2064,14
1300,100,2358,2561,14
1301,100,2481,2208,14
1302,101,50,794,12
1303,101,250,1794,12
1304,101,252,131,12
1305,101,253,1742,12
1306,101,1053,589,12
1307,101,1054,2251,12
1308,101,1394,1735,12
1309,101,2104,1439,12
1310,101,2112,1446,12
1311,101,2308,1725,12
1312,101,2310,1820,12
1313,101,2357,1947,12
1314,102,248,1459,12
1315,102,392,207,12
1316,102,393,211,12
1317,102,394,2124,12
1318,102,952,516,12
1319,102,953,517,12
1320,102,1038,577,12
1321,102,2119,1462,12
1322,102,2120,1466,12
1323,102,2121,1467,12
1324,102,2124,1471,12
1325,102,2125,1470,12
1326,103,950,1107,13
1327,103,1525,884,13
1328,103,1526,2106,13
1329,103,1527,885,13
1330,103,1528,886,13
1331,103,1529,2289,13
1332,103,1530,887,13
1333,103,1777,2213,13
1334,103,2069,1400,13
1335,103,2070,1404,13
1336,103,2072,1405,13
1337,103,2458,2555,13
1338,103,2566,2496,13
1339,104,957,1914,12
1340,104,1165,2370,12
1341,104,1167,652,12
1342,104,1169,2130,12
1343,104,1172,653,12
1344,104,1174,2131,12
1345,104,1175,1515,12
1346,104,2064,1396,12
1347,104,2161,2267,12
1348,104,2163,2268,12
1349,104,2164,2182,12
1350,104,2476,2269,12
1351,105,400,209,12
1352,105,402,294,12
1353,105,411,249,12
1354,105,462,250,12
1355,105,463,251,12
1356,105,464,2424,12
1357,105,559,649,12
1358,105,560,2233,12
1359,105,1163,650,12
1360,105,2500,2426,12
1361,105,2529,2380,12
1362,105,2530,2425,12
1363,106,1123,631,16
1364,106,1124,1378,16
1365,106,1125,1379,16
1366,106,1126,632,16
1367,106,1127,633,16
1368,106,1128,1374,16
1369,106,1130,634,16
1370,106,2041,1370,16
1371,106,2042,1371,16
1372,106,2043,1373,16
1373,106,2044,1783,16
1374,106,2045,1372,16
1375,106,2046,1383,16
1376,106,2047,1376,16
1377,106,2048,1377,16
1378,106,2049,1375,16
1379,107,34,1210,12
1380,107,1090,612,12
1381,107,1092,613,12
1382,107,1093,1481,12
1383,107,1094,614,12
1384,107,1095,1212,12
1385,107,1133,636,12
1386,107,1134,637,12
1387,107,1196,663,12
1388,107,1197,847,12
1389,107,1198,1576,12
1390,107,1868,1211,12
1391,108,1178,2216,12
1392,108,1184,659,12
1393,108,1185,660,12
1394,108,1186,1408,12
1395,108,1188,1908,12
1396,108,1189,846,12
1397,108,1468,2342,12
1398,108,2246,1639,12
1399,108,2247,2343,12
1400,108,2267,2067,12
1401,108,2444,2340,12
1402,108,2506,2341,12
1403,109,1470,1599,12
1404,109,1471,850,12
1405,109,1472,851,12
1406,109,1473,1962,12
1407,109,1474,2494,12
1408,109,1475,852,12
1409,109,1476,1604,12
1410,109,1477,853,12
1411,109,1478,873,12
1412,109,1479,854,12
1413,109,2032,1359,12
1414,109,2033,1360,12
1415,110,135,2180,12
1416,110,136,64,12
1417,110,137,1632,12
1418,110,182,91,12
1419,110,183,987,12
1420,110,1089,611,12
1421,110,1091,848,12
1422,110,1140,639,12
1423,110,1141,1931,12
1424,110,1142,640,12
1425,110,1143,1248,12
1426,110,1469,849,12
1427,111,19,8,12
1428,111,20,1755,12
1429,111,140,66,12
1430,111,141,1020,12
1431,111,1361,778,12
1432,111,1362,1021,12
1433,111,1363,903,12
1434,111,1693,1023,12
1435,111,1694,1355,12
1436,111,1695,1022,12
1437,111,1696,2174,12
1438,111,2030,2382,12
1439,112,29,93,12
1440,112,138,65,12
1441,112,139,92,12
1442,112,186,664,12
1443,112,1548,898,12
1444,112,1912,1367,12
1445,112,2034,1361,12
1446,112,2035,1363,12
1447,112,2036,1362,12
1448,112,2037,1365,12
1449,112,2038,1364,12
1450,112,2039,1366,12
1451,113,1542,895,13
1452,113,1543,2293,13
1453,113,1544,1921,13
1454,113,1545,896,13
1455,113,1546,897,13
1456,113,1547,2369,13
1457,113,1704,1032,13
1458,113,1705,1033,13
1459,113,1706,2205,13
1460,113,1707,1034,13
1461,113,1708,1035,13
1462,113,1709,1036,13
1463,113,2401,1930,13
1464,114,1534,2211,17
1465,114,1636,1214,17
1466,114,1661,2362,17
1467,114,2259,2358,17
1468,114,2396,2490,17
1469,114,2483,2364,17
1470,114,2510,2360,17
1471,114,2512,2357,17
1472,114,2513,2356,17
1473,114,2514,2498,17
1474,114,2515,2359,17
1475,114,2516,2361,17
1476,114,2547,2449,17
1477,114,2548,2550,17
1478,114,2549,2549,17
1479,114,2564,2489,17
1480,114,2568,2508,17
1481,115,1136,638,13
1482,115,1137,1213,13
1483,115,1139,2349,13
1484,115,1635,2347,13
1485,115,1662,2351,13
1486,115,2258,1656,13
1487,115,2261,2355,13
1488,115,2484,2348,13
1489,115,2507,2353,13
1490,115,2508,2350,13
1491,115,2509,2553,13
1492,115,2511,2354,13
1493,115,2565,2493,13
1494,116,1138,2352,12
1495,116,1778,1110,12
1496,116,1779,2363,12
1497,116,1780,1207,12
1498,116,1781,1208,12
1499,116,1864,2403,12
1500,116,1865,2401,12
1501,116,1867,2402,12
1502,116,2260,2488,12
1503,116,2264,1663,12
1504,116,2265,2374,12
1505,116,2517,2450,12
1506,117,1533,889,12
1507,117,1658,984,12
1508,117,1659,985,12
1509,117,1660,2389,12
1510,117,1866,1209,12
1511,117,1870,2217,12
1512,117,2393,1903,12
1513,117,2394,2554,12
1514,117,2395,1904,12
1515,117,2532,2495,12
1516,117,2550,2538,12
1517,117,2551,2455,12
1518,118,30,14,16
1519,118,31,1698,16
1520,118,32,2101,16
1521,118,33,15,16
1522,118,134,63,16
1523,118,188,95,16
1524,118,189,2161,16
1525,118,1086,610,16
1526,118,1087,1123,16
1527,118,1088,1785,16
1528,118,2134,2133,16
1529,118,2291,2126,16
1530,118,2457,2102,16
1531,118,2466,2132,16
1532,118,2467,2134,16
1533,118,2468,2162,16
1534,119,1082,609,12
1535,119,1083,986,12
1536,119,1084,1206,12
1537,119,1085,1916,12
1538,119,1105,618,12
1539,119,1106,968,12
1540,119,1135,1885,12
1541,119,1637,969,12
1542,119,1638,2007,12
1543,119,2399,2152,12
1544,119,2455,2372,12
1545,119,2470,2163,12
1546,120,1098,2368,13
1547,120,1102,617,13
1548,120,1103,2081,13
1549,120,1104,1784,13
1550,120,2050,2078,13
1551,120,2447,2079,13
1552,120,2448,2084,13
1553,120,2449,2080,13
1554,120,2450,2103,13
1555,120,2451,2083,13
1556,120,2452,2085,13
1557,120,2453,2082,13
1558,120,2454,2109,13
1559,121,35,16,12
1560,121,1187,761,12
1561,121,1190,661,12
1562,121,1191,2068,12
1563,121,1192,1407,12
1564,121,1193,662,12
1565,121,1194,2184,12
1566,121,1195,1109,12
1567,121,1199,1108,12
1568,121,1422,811,12
1569,121,1869,1575,12
1570,121,2073,1574,12
1571,122,1166,651,12
1572,122,1168,656,12
1573,122,1170,2250,12
1574,122,1176,654,12
1575,122,1177,1942,12
1576,122,1179,655,12
1577,122,1180,657,12
1578,122,1181,658,12
1579,122,1182,2331,12
1580,122,1183,2129,12
1581,122,2136,1484,12
1582,122,2167,1519,12
1583,123,1096,615,13
1584,123,1097,1872,13
1585,123,1099,616,13
1586,123,1100,756,13
1587,123,1101,758,13
1588,123,1129,635,13
1589,123,1131,1937,13
1590,123,1132,1667,13
1591,123,1336,757,13
1592,123,1337,760,13
1593,123,1338,2135,13
1594,123,1339,759,13
1595,123,2405,2492,13
1596,124,1164,2200,12
1597,124,2053,1389,12
1598,124,2054,1390,12
1599,124,2055,2326,12
1600,124,2056,2271,12
1601,124,2057,2175,12
1602,124,2058,1391,12
1603,124,2061,1393,12
1604,124,2062,1394,12
1605,124,2063,1395,12
1606,124,2488,2324,12
1607,124,2499,2325,12
1608,125,131,62,16
1609,125,132,1384,16
1610,125,133,1381,16
1611,125,914,625,16
1612,125,920,495,16
1613,125,921,1380,16
1614,125,1115,624,16
1615,125,1116,1386,16
1616,125,1117,629,16
1617,125,1118,628,16
1618,125,1119,630,16
1619,125,1120,1385,16
1620,125,1121,1935,16
1621,125,1122,1388,16
1622,125,2051,1382,16
1623,125,2052,1387,16
1624,126,923,1806,16
1625,126,2140,1490,16
1626,126,2141,1491,16
1627,126,2142,1492,16
1628,126,2143,2583,16
1629,126,2144,1805,16
1630,126,2342,2586,16
1631,126,2349,2395,16
1632,126,2518,2365,16
1633,126,2519,2378,16
1634,126,2520,2366,16
1635,126,2521,2381,16
1636,126,2531,2509,16
1637,126,2569,2510,16
1638,126,2586,2584,16
1639,126,2587,2585,16
1640,127,127,60,22
1641,127,128,1782,22
1642,127,129,61,22
1643,127,130,626,22
1644,127,913,492,22
1645,127,915,845,22
1646,127,916,2065,22
1647,127,917,493,22
1648,127,918,494,22
1649,127,919,627,22
1650,127,922,496,22
1651,127,1109,2209,22
1652,127,1110,621,22
1653,127,1111,2577,22
1654,127,1112,622,22
1655,127,1113,1643,22
1656,127,1114,623,22
1657,127,1340,762,22
1658,127,1341,1369,22
1659,127,1342,763,22
1660,127,2040,2290,22
1661,127,2482,2582,22
1662,128,1107,619,13
1663,128,1108,620,13
1664,128,1344,1954,13
1665,128,2139,2313,13
1666,128,2230,1619,13
1667,128,2231,1620,13
1668,128,2233,2523,13
1669,128,2234,2314,13
1670,128,2340,1781,13
1671,128,2341,2222,13
1672,128,2343,1790,13
1673,128,2373,1842,13
1674,128,2374,2315,13
1675,129,377,1828,12
1676,129,396,1516,12
1677,129,1343,1520,12
1678,129,2137,1489,12
1679,129,2138,1955,12
1680,129,2159,1513,12
1681,129,2162,1518,12
1682,129,2165,1517,12
1683,129,2166,2291,12
1684,129,2168,1522,12
1685,129,2169,1521,12
1686,129,2170,1523,12
1687,130,375,197,12
1688,130,376,1956,12
1689,130,395,208,12
1690,130,397,2201,12
1691,130,398,1511,12
1692,130,399,2220,12
1693,130,409,216,12
1694,130,956,519,12
1695,130,2158,1512,12
1696,130,2160,1514,12
1697,130,2171,2221,12
1698,130,2480,2327,12
1699,131,36,515,12
1700,131,951,1402,12
1701,131,1171,1392,12
1702,131,1173,1397,12
1703,131,1531,1399,12
1704,131,2059,1550,12
1705,131,2060,1403,12
1706,131,2065,1398,12
1707,131,2066,1668,12
1708,131,2067,2136,12
1709,131,2068,1401,12
1710,131,2071,1406,12
1711,132,1039,578,13
1712,132,1040,1422,13
1713,132,1041,1423,13
1714,132,1930,1267,13
1715,132,1931,1425,13
1716,132,2082,1424,13
1717,132,2083,1418,13
1718,132,2084,1420,13
1719,132,2085,1419,13
1720,132,2086,1421,13
1721,132,2088,1474,13
1722,132,2126,1897,13
1723,132,2127,1475,13
1724,133,986,539,12
1725,133,989,646,12
1726,133,1155,1565,12
1727,133,1156,1472,12
1728,133,1157,647,12
1729,133,1158,1564,12
1730,133,1159,648,12
1731,133,1160,2288,12
1732,133,1161,1473,12
1733,133,1162,1551,12
1734,133,2081,1417,12
1735,133,2087,1469,12
1736,134,245,128,12
1737,134,246,129,12
1738,134,247,812,12
1739,134,367,1460,12
1740,134,403,213,12
1741,134,405,518,12
1742,134,406,214,12
1743,134,954,814,12
1744,134,955,813,12
1745,134,993,542,12
1746,134,995,1567,12
1747,134,2118,1461,12
1748,135,242,126,12
1749,135,243,127,12
1750,135,244,541,12
1751,135,407,1409,12
1752,135,987,540,12
1753,135,988,1700,12
1754,135,990,1882,12
1755,135,991,1105,12
1756,135,992,1410,12
1757,135,1775,1104,12
1758,135,2074,1699,12
1759,135,2194,1589,12
1760,136,249,130,12
1761,136,251,1827,12
1762,136,389,206,12
1763,136,390,1465,12
1764,136,391,210,12
1765,136,412,218,12
1766,136,2117,1464,12
1767,136,2122,1463,12
1768,136,2123,1468,12
1769,136,2350,1825,12
1770,136,2359,2154,12
1771,136,2360,1826,12
1772,137,49,22,17
1773,137,51,1437,17
1774,137,2089,1426,17
1775,137,2100,1436,17
1776,137,2101,1728,17
1777,137,2105,1440,17
1778,137,2106,1441,17
1779,137,2107,1442,17
1780,137,2108,1726,17
1781,137,2109,1443,17
1782,137,2242,1745,17
1783,137,2313,1727,17
1784,137,2314,1817,17
1785,137,2315,1793,17
1786,137,2321,1895,17
1787,137,2351,1814,17
1788,137,2352,2575,17
1789,138,677,360,13
1790,138,678,2099,13
1791,138,679,361,13
1792,138,682,363,13
1793,138,683,1347,13
1794,138,684,1822,13
1795,138,693,366,13
1796,138,694,574,13
1797,138,696,1601,13
1798,138,1034,575,13
1799,138,1035,2173,13
1800,138,1036,1890,13
1801,138,2009,2167,13
1802,139,363,193,12
1803,139,364,192,12
1804,139,994,543,12
1805,139,996,2328,12
1806,139,997,544,12
1807,139,998,2338,12
1808,139,999,696,12
1809,139,1000,545,12
1810,139,1001,2339,12
1811,139,1002,1829,12
1812,139,1148,2436,12
1813,139,1248,2202,12
1814,140,56,24,15
1815,140,57,99,15
1816,140,190,96,15
1817,140,192,97,15
1818,140,193,176,15
1819,140,194,98,15
1820,140,195,205,15
1821,140,196,173,15
1822,140,334,1566,15
1823,140,341,179,15
1824,140,342,989,15
1825,140,352,2569,15
1826,140,388,2274,15
1827,140,1144,641,15
1828,140,1145,695,15
1829,141,5,2,14
1830,141,6,19,14
1831,141,7,180,14
1832,141,42,25,14
1833,141,43,178,14
1834,141,59,111,14
1835,141,191,101,14
1836,141,200,108,14
1837,141,201,110,14
1838,141,209,1432,14
1839,141,210,109,14
1840,141,211,1738,14
1841,141,343,177,14
1842,141,344,2223,14
1843,142,212,120,12
1844,142,229,119,12
1845,142,230,2028,12
1846,142,231,1799,12
1847,142,271,2027,12
1848,142,434,230,12
1849,142,436,2177,12
1850,142,2435,2026,12
1851,142,2436,2176,12
1852,142,2474,2487,12
1853,142,2562,2484,12
1854,142,2563,2486,12
1855,143,380,202,13
1856,143,381,355,13
1857,143,382,254,13
1858,143,470,488,13
1859,143,670,1940,13
1860,143,671,1451,13
1861,143,906,1450,13
1862,143,907,1692,13
1863,143,1263,1482,13
1864,143,1896,1236,13
1865,143,1897,1496,13
1866,143,2135,1913,13
1867,143,2290,1941,13
1868,144,1,0,13
1869,144,2,140,13
1870,144,3,1,13
1871,144,4,142,13
1872,144,213,112,13
1873,144,214,113,13
1874,144,215,1753,13
1875,144,216,114,13
1876,144,217,134,13
1877,144,218,1752,13
1878,144,219,115,13
1879,144,269,2470,13
1880,144,2556,2471,13
1881,145,268,143,12
1882,145,272,2057,12
1883,145,273,2467,12
1884,145,303,1870,12
1885,145,309,2459,12
1886,145,2381,2460,12
1887,145,2382,2461,12
1888,145,2443,2464,12
1889,145,2552,2463,12
1890,145,2553,2466,12
1891,145,2554,2462,12
1892,145,2555,2465,12
1893,146,226,136,12
1894,146,228,132,12
1895,146,255,2444,12
1896,146,256,133,12
1897,146,257,2473,12
1898,146,259,2546,12
1899,146,260,2571,12
1900,146,1450,832,12
1901,146,2333,1766,12
1902,146,2557,2472,12
1903,146,2558,2468,12
1904,146,2559,2469,12
1905,147,306,1637,13
1906,147,313,164,13
1907,147,314,837,13
1908,147,1016,983,13
1909,147,1017,554,13
1910,147,1458,838,13
1911,147,1459,971,13
1912,147,1460,1646,13
1913,147,1557,905,13
1914,147,1559,970,13
1915,147,1639,1544,13
1916,147,1640,2415,13
1917,147,1643,1547,13
1918,148,1012,1946,13
1919,148,1013,1509,13
1920,148,1646,974,13
1921,148,1648,979,13
1922,148,1649,976,13
1923,148,1650,978,13
1924,148,1651,977,13
1925,148,1654,1101,13
1926,148,1657,1526,13
1927,148,2156,1508,13
1928,148,2157,1510,13
1929,148,2172,1525,13
1930,148,2539,2416,13
1931,149,911,2536,12
1932,149,1010,975,12
1933,149,1011,551,12
1934,149,1149,643,12
1935,149,1150,644,12
1936,149,1151,1653,12
1937,149,1652,2504,12
1938,149,2256,2337,12
1939,149,2257,2505,12
1940,149,2505,2336,12
1941,149,2533,2396,12
1942,149,2576,2537,12
1943,150,312,906,12
1944,150,316,740,12
1945,150,1152,2390,12
1946,150,1153,645,12
1947,150,1154,2391,12
1948,150,1305,1648,12
1949,150,1451,1658,12
1950,150,1560,1660,12
1951,150,2251,2503,12
1952,150,2252,1649,12
1953,150,2253,2502,12
1954,150,2263,1659,12
1955,151,315,549,12
1956,151,1009,550,12
1957,151,1014,552,12
1958,151,1015,553,12
1959,151,1641,972,12
1960,151,1642,982,12
1961,151,1644,2414,12
1962,151,1645,973,12
1963,151,1647,1976,12
1964,151,1653,980,12
1965,151,1655,981,12
1966,151,1656,1871,12
1967,152,301,1636,12
1968,152,304,1966,12
1969,152,305,159,12
1970,152,307,160,12
1971,152,308,161,12
1972,152,310,162,12
1973,152,311,163,12
1974,152,317,165,12
1975,152,1018,967,12
1976,152,1558,1878,12
1977,152,2316,1730,12
1978,152,2317,1965,12
1979,153,277,2519,12
1980,153,286,151,12
1981,153,287,1866,12
1982,153,289,1907,12
1983,153,290,152,12
1984,153,291,1545,12
1985,153,292,1326,12
1986,153,293,2181,12
1987,153,2186,1879,12
1988,153,2187,1546,12
1989,153,2306,2530,12
1990,153,2383,2542,12
1991,154,276,145,12
1992,154,278,2506,12
1993,154,280,2515,12
1994,154,281,150,12
1995,154,282,148,12
1996,154,283,149,12
1997,154,284,2507,12
1998,154,2188,2210,12
1999,154,2304,1717,12
2000,154,2305,2392,12
2001,154,2379,1856,12
2002,154,2478,2514,12
2003,155,274,144,12
2004,155,275,147,12
2005,155,279,146,12
2006,155,285,153,12
2007,155,294,1502,12
2008,155,295,154,12
2009,155,296,156,12
2010,155,297,155,12
2011,155,298,1503,12
2012,155,299,1504,12
2013,155,300,158,12
2014,155,302,157,12
2015,156,220,2557,12
2016,156,221,116,12
2017,156,222,2560,12
2018,156,223,117,12
2019,156,224,118,12
2020,156,227,483,12
2021,156,258,135,12
2022,156,893,482,12
2023,156,894,2236,12
2024,156,895,816,12
2025,156,2577,2558,12
2026,156,2578,2559,12
2027,157,873,2231,14
2028,157,874,890,14
2029,157,908,489,14
2030,157,909,490,14
2031,157,910,491,14
2032,157,912,2240,14
2033,157,1406,801,14
2034,157,1407,1524,14
2035,157,1408,2323,14
2036,157,1423,815,14
2037,157,1425,820,14
2038,157,1428,818,14
2039,157,1429,819,14
2040,157,1537,2522,14
2041,158,871,473,12
2042,158,872,2398,12
2043,158,890,481,12
2044,158,891,2237,12
2045,158,892,2321,12
2046,158,1304,828,12
2047,158,1330,1486,12
2048,158,1426,817,12
2049,158,1427,2322,12
2050,158,1439,827,12
2051,158,1440,1891,12
2052,158,1441,1892,12
2053,159,225,2479,12
2054,159,262,2480,12
2055,159,1328,753,12
2056,159,1329,754,12
2057,159,1333,787,12
2058,159,1424,891,12
2059,159,1438,2317,12
2060,159,1535,2069,12
2061,159,1536,2501,12
2062,159,2536,2405,12
2063,159,2537,2520,12
2064,159,2538,2521,12
2065,160,905,548,14
2066,160,979,535,14
2067,160,980,546,14
2068,160,981,2308,14
2069,160,982,1495,14
2070,160,1003,2310,14
2071,160,1004,547,14
2072,160,1005,2309,14
2073,160,1006,810,14
2074,160,1007,1694,14
2075,160,1421,1693,14
2076,160,2195,1573,14
2077,160,2232,1719,14
2078,160,2307,2311,14
2079,161,1008,2312,12
2080,161,1257,702,12
2081,161,1258,2433,12
2082,161,1259,1205,12
2083,161,1260,703,12
2084,161,1261,704,12
2085,161,1262,1718,12
2086,161,1335,1497,12
2087,161,1898,1501,12
2088,161,2145,1498,12
2089,161,2147,1499,12
2090,161,2148,1500,12
2091,162,123,58,12
2092,162,124,477,12
2093,162,232,121,12
2094,162,233,1455,12
2095,162,261,137,12
2096,162,263,2512,12
2097,162,270,141,12
2098,162,885,2149,12
2099,162,1331,2513,12
2100,162,1381,2511,12
2101,162,2346,2038,12
2102,162,2561,2481,12
2103,163,875,474,12
2104,163,876,475,12
2105,163,877,826,12
2106,163,878,771,12
2107,163,879,1949,12
2108,163,880,476,12
2109,163,881,706,12
2110,163,886,479,12
2111,163,1266,708,12
2112,163,1334,755,12
2113,163,1350,2397,12
2114,163,2493,2281,12
2115,164,237,124,14
2116,164,239,2043,14
2117,164,335,174,14
2118,164,336,1807,14
2119,164,338,1452,14
2120,164,448,238,14
2121,164,450,242,14
2122,164,451,239,14
2123,164,452,240,14
2124,164,455,705,14
2125,164,456,1951,14
2126,164,457,245,14
2127,164,1264,1449,14
2128,164,2411,2042,14
2129,165,238,2029,12
2130,165,384,204,12
2131,165,385,243,12
2132,165,386,231,12
2133,165,435,2440,12
2134,165,438,232,12
2135,165,439,235,12
2136,165,449,241,12
2137,165,453,244,12
2138,165,454,2518,12
2139,165,482,2073,12
2140,165,2332,1851,12
2141,166,41,1977,12
2142,166,358,217,12
2143,166,441,2413,12
2144,166,443,1763,12
2145,166,444,234,12
2146,166,445,257,12
2147,166,446,236,12
2148,166,481,2412,12
2149,166,1326,2483,12
2150,166,2149,1505,12
2151,166,2150,2301,12
2152,166,2151,1506,12
2153,167,368,194,12
2154,167,369,198,12
2155,167,370,195,12
2156,167,371,196,12
2157,167,372,199,12
2158,167,373,1453,12
2159,167,2114,1902,12
2160,167,2387,1898,12
2161,167,2388,1915,12
2162,167,2389,1899,12
2163,167,2390,1900,12
2164,167,2391,1901,12
2165,168,431,229,13
2166,168,432,2302,13
2167,168,433,2562,13
2168,168,440,233,13
2169,168,442,237,13
2170,168,447,1458,13
2171,168,2497,2517,13
2172,168,2579,2568,13
2173,168,2580,2563,13
2174,168,2581,2567,13
2175,168,2582,2564,13
2176,168,2583,2566,13
2177,168,2584,2565,13
2178,169,374,200,15
2179,169,378,203,15
2180,169,379,201,15
2181,169,383,2540,15
2182,169,465,252,15
2183,169,466,2373,15
2184,169,467,253,15
2185,169,468,1911,15
2186,169,469,1934,15
2187,169,1325,752,15
2188,169,1327,2030,15
2189,169,2331,1762,15
2190,169,2377,1850,15
2191,169,2392,1909,15
2192,169,2398,1910,15
2193,170,37,17,13
2194,170,38,585,13
2195,170,39,584,13
2196,170,40,18,13
2197,170,240,125,13
2198,170,241,1413,13
2199,170,401,1493,13
2200,170,404,212,13
2201,170,408,215,13
2202,170,413,219,13
2203,170,414,220,13
2204,170,2079,1416,13
2205,170,2080,2151,13
2206,171,345,184,16
2207,171,348,182,16
2208,171,349,185,16
2209,171,350,246,16
2210,171,351,183,16
2211,171,353,187,16
2212,171,354,186,16
2213,171,355,189,16
2214,171,356,188,16
2215,171,357,1765,16
2216,171,387,248,16
2217,171,410,1764,16
2218,171,458,258,16
2219,171,459,247,16
2220,171,460,1414,16
2221,171,461,1411,16
2222,172,235,123,16
2223,172,264,138,16
2224,172,265,2285,16
2225,172,266,2006,16
2226,172,267,139,16
2227,172,337,175,16
2228,172,339,2035,16
2229,172,340,1454,16
2230,172,437,2037,16
2231,172,2115,2005,16
2232,172,2422,2004,16
2233,172,2429,2017,16
2234,172,2432,2023,16
2235,172,2433,2172,16
2236,172,2434,2024,16
2237,172,2437,2036,16
2238,173,125,59,14
2239,173,126,1457,14
2240,173,234,122,14
2241,173,236,2022,14
2242,173,882,478,14
2243,173,883,487,14
2244,173,884,2020,14
2245,173,2116,1456,14
2246,173,2347,2025,14
2247,173,2423,2015,14
2248,173,2427,2016,14
2249,173,2428,2021,14
2250,173,2430,2018,14
2251,173,2431,2019,14
2252,174,887,480,13
2253,174,888,2283,13
2254,174,889,2456,13
2255,174,1267,1602,13
2256,174,1332,2346,13
2257,174,2146,2458,13
2258,174,2215,2497,13
2259,174,2438,2284,13
2260,174,2492,2282,13
2261,174,2494,2457,13
2262,174,2534,2399,13
2263,174,2535,2400,13
2264,174,2567,2499,13
2265,175,52,23,14
2266,175,54,1563,14
2267,175,55,300,14
2268,175,58,104,14
2269,175,199,102,14
2270,175,202,103,14
2271,175,203,170,14
2272,175,204,105,14
2273,175,205,106,14
2274,175,207,171,14
2275,175,208,107,14
2276,175,330,1969,14
2277,175,331,172,14
2278,175,360,1776,14
2279,176,332,1340,13
2280,176,361,191,13
2281,176,362,316,13
2282,176,365,320,13
2283,176,366,2307,13
2284,176,596,318,13
2285,176,597,317,13
2286,176,599,319,13
2287,176,600,1415,13
2288,176,1146,642,13
2289,176,1147,2383,13
2290,176,1358,775,13
2291,176,1461,839,13
2292,177,206,1774,12
2293,177,333,776,12
2294,177,359,190,12
2295,177,566,1590,12
2296,177,592,313,12
2297,177,593,314,12
2298,177,594,315,12
2299,177,595,1773,12
2300,177,2182,1543,12
2301,177,2185,1777,12
2302,177,2335,1772,12
2303,177,2336,1813,12
2304,178,598,1889,13
2305,178,1353,1729,13
2306,178,1386,790,13
2307,178,1388,2164,13
2308,178,1390,792,13
2309,178,1391,2578,13
2310,178,1392,1587,13
2311,178,1462,840,13
2312,178,1463,1588,13
2313,178,2207,1713,13
2314,178,2208,1732,13
2315,178,2301,1819,13
2316,178,2585,2579,13
2317,179,686,365,13
2318,179,690,1223,13
2319,179,691,1341,13
2320,179,695,576,13
2321,179,1037,1222,13
2322,179,1876,1332,13
2323,179,1878,1220,13
2324,179,1879,1623,13
2325,179,1880,1224,13
2326,179,1881,1221,13
2327,179,2020,1357,13
2328,179,2022,1346,13
2329,179,2214,1867,13
2330,180,685,364,12
2331,180,687,1335,12
2332,180,689,367,12
2333,180,697,893,12
2334,180,698,892,12
2335,180,926,498,12
2336,180,930,1746,12
2337,180,1539,1769,12
2338,180,2181,1768,12
2339,180,2184,2258,12
2340,180,2322,1771,12
2341,180,2334,1767,12
2342,181,589,312,12
2343,181,590,1540,12
2344,181,591,1412,12
2345,181,1538,1539,12
2346,181,2076,2305,12
2347,181,2077,1542,12
2348,181,2078,1775,12
2349,181,2180,1541,12
2350,181,2183,1731,12
2351,181,2223,2570,12
2352,181,2224,2171,12
2353,181,2318,1770,12
2354,182,927,499,12
2355,182,928,894,12
2356,182,929,1557,12
2357,182,1455,836,12
2358,182,1541,1657,12
2359,182,2075,2335,12
2360,182,2222,1614,12
2361,182,2366,1833,12
2362,182,2384,1886,12
2363,182,2385,2334,12
