u,v,key,name,highway,ZMax44mm,ZMax54mm,ZMax71mm,ZMax86mm,ZMax20mm,ZMax198mm,flooded
401,2116,0,Mekaanikonkatu,tertiary,0.172037211125095,0.215046760504444,0.253463742201526,0.253463742201526,0.045137921809842996,0.253463742201526,
401,402,0,Muuntajankatu,secondary,0.000259008378648,0.000259008378648,0.000259008378648,0.000259008378648,0.000259008378648,0.000259008378648,
401,1972,0,Muuntajankatu,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
404,403,0,Mekaanikonkatu,tertiary,0.049120376206743,0.049120376206743,0.049120376206743,0.049120376206743,0.049120376206743,0.049120376206743,
404,401,0,Mekaanikonkatu,tertiary,0.19691260168757302,0.19691260168757302,0.19691260168757302,0.19691260168757302,0.19691260168757302,0.19691260168757302,
402,401,0,Muuntajankatu,secondary,0.122171237660261,0.122171237660261,0.122171237660261,0.122171237660261,0.122171237660261,0.122171237660261,
402,2118,0,Sahaajankatu,secondary,0.033644676208496004,0.033644676208496004,0.033644676208496004,0.033644676208496004,0.033644676208496004,0.033644676208496004,
402,403,0,Sahaajankatu,secondary,0.05919224051022401,0.05919224051022401,0.05919224051022401,0.05919224051022401,0.05919224051022401,0.05919224051022401,
2118,402,0,Sahaajankatu,secondary,0.037800745778529,0.037800745778529,0.037800745778529,0.037800745778529,0.037800745778529,0.037800745778529,
2118,406,0,Sahaajankatu,secondary,0.18422745363482199,0.18422745363482199,0.18422745363482199,0.18422745363482199,0.18422745363482199,0.18422745363482199,
403,402,0,Sahaajankatu,secondary,0.05919224051022401,0.05919224051022401,0.05919224051022401,0.05919224051022401,0.05919224051022401,0.05919224051022401,
403,409,0,Viilarintie,secondary,,,,,0.146965992190736,,44
403,404,0,Mekaanikonkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
403,1488,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
413,414,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
413,405,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
413,1864,0,Tulisuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
406,1100,0,Abraham Wetterin tie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
406,1070,0,Abraham Wetterin tie,secondary,0.06570698221071701,0.06570698221071701,0.06570698221071701,0.06570698221071701,0.06570698221071701,0.06570698221071701,
406,2118,0,Sahaajankatu,secondary,0.18422745363482199,0.18422745363482199,0.18422745363482199,0.18422745363482199,0.18422745363482199,0.18422745363482199,
1100,406,0,Abraham Wetterin tie,secondary,0.007028341293335001,0.007028341293335001,0.007028341293335001,0.007028341293335001,0.007028341293335001,0.007028341293335001,
1100,407,0,Abraham Wetterin tie,secondary,0.083505511359264,0.083505511359264,0.083505511359264,0.083505511359264,0.083505511359264,0.083505511359264,
1070,406,0,Abraham Wetterin tie,secondary,0.06570698221071701,0.06570698221071701,0.06570698221071701,0.06570698221071701,0.06570698221071701,0.06570698221071701,
1070,408,0,Abraham Wetterin tie,secondary,0.10325923679113198,0.10325923679113198,0.10325923679113198,0.10325923679113198,0.10325923679113198,0.10325923679113198,
407,1100,0,Abraham Wetterin tie,secondary,0.083505511359264,0.083505511359264,0.083505511359264,0.083505511359264,0.083505511359264,0.083505511359264,
407,1099,0,"['Ruonasalmentie', 'Abraham Wetterin tie']",tertiary,0.081537827633642,0.081537827633642,0.081537827633642,0.081537827633642,0.081537827633642,0.081537827633642,
407,2257,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1099,407,0,"['Ruonasalmentie', 'Abraham Wetterin tie']",tertiary,0.081537827633642,0.081537827633642,0.081537827633642,0.081537827633642,0.081537827633642,0.081537827633642,
1099,1098,0,Tammisalon aukio,tertiary,0.11556791220910101,0.11556791220910101,0.11556791220910101,0.11556791220910101,0.11556791220910101,0.11556791220910101,
2257,407,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2257,417,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
408,1070,0,Abraham Wetterin tie,secondary,0.043520227898518,0.043520227898518,0.043520227898518,0.043520227898518,0.043520227898518,0.043520227898518,
408,1062,0,Abraham Wetterin tie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
408,2074,0,Johan Sederholmin tie,tertiary,0.013419034741158997,0.013419034741158997,0.013419034741158997,0.013419034741158997,0.013419034741158997,0.013419034741158997,
2074,2095,0,"['Johan Sederholmin tie', 'Tammisalontie', 'Väylänsuu']",tertiary,0.141550901636143,0.159682068332691,0.159682068332691,0.159682068332691,0.077004138837059,0.159682068332691,
2074,408,0,Johan Sederholmin tie,tertiary,0.013419034741158997,0.013419034741158997,0.013419034741158997,0.013419034741158997,0.013419034741158997,0.013419034741158997,
1154,1155,0,Varikkotie,"['secondary', 'construction']",0.0,0.0,0.0,0.016512460792026,0.0,0.19072520624402803,
1154,426,0,Viilarintie,"['secondary', 'construction']",0.0,0.0,0.0,0.0,0.0,0.0,
1154,409,0,Viilarintie,secondary,0.022672090523512,0.022672090523512,0.022672090523512,0.022672090523512,0.022672090523512,0.022672090523512,
411,412,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
411,2256,0,Viikintie,secondary,0.032776601788804004,0.032776601788804004,0.032776601788804004,0.032776601788804004,0.0,0.032776601788804004,
412,1178,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
412,1177,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2256,1494,0,Viikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2256,411,0,Viikintie,secondary,0.032776601788804004,0.032776601788804004,0.032776601788804004,0.032776601788804004,0.0,0.032776601788804004,
414,416,0,Roihuvuorentie,secondary,0.058271652408058,0.058271652408058,0.058271652408058,0.058271652408058,0.058271652408058,0.058271652408058,
414,413,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1864,413,0,Tulisuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1864,415,0,Tulisuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
416,417,0,Roihuvuorentie,secondary,0.054938579708506,0.054938579708506,0.054938579708506,0.054938579708506,0.054938579708506,0.054938579708506,
416,414,0,Roihuvuorentie,secondary,0.144512335005061,0.144512335005061,0.144512335005061,0.144512335005061,0.144512335005061,0.144512335005061,
415,418,0,Tulisuontie,secondary,,,,,0.288854799035081,,44
415,1864,0,Tulisuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
418,419,0,Marjaniementie,secondary,,,,,0.288854799035081,,44
418,415,0,Tulisuontie,secondary,,,,,0.288854799035081,,44
418,507,0,Marjaniementie,tertiary,,,,,0.294799378807093,,44
417,2257,0,Roihuvuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
417,416,0,Roihuvuorentie,secondary,0.054938579708506,0.054938579708506,0.054938579708506,0.054938579708506,0.054938579708506,0.054938579708506,
419,418,0,Marjaniementie,secondary,,,,,0.288854799035081,,44
419,1179,0,Marjaniementie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
507,418,0,Marjaniementie,tertiary,,,,,0.294799378807093,,44
507,509,0,Marjaniementie,tertiary,0.0,0.0,0.0,0.0,0.0,0.023866761360447002,
1179,419,0,Marjaniementie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1179,431,0,Kauppakartanonkatu,tertiary,,,,,,,20
1179,1157,0,Marjaniementie,secondary,0.0,0.0,0.034805760640378,0.068024130119227,0.0,0.088076831354045,
420,2276,0,Ratasmyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
420,2014,0,Ratasmyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.137381973715858,
2276,2411,0,Ratasmyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2276,420,0,Ratasmyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2276,1957,0,Kauppamyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2014,420,0,Ratasmyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.137381973715858,
2014,2294,0,Ratasmyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
421,2247,0,Viilarintie,secondary,0.251286017960118,0.296529769897461,,,0.251286017960118,,71
421,1957,0,Viilarintie,secondary,,,,,,,20
421,2580,0,Viilarintie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
421,422,0,"['Harakkamyllyntie', 'Myllärintie']",tertiary,0.064047941460614,0.09509979326963902,0.12690602381468302,0.12690602381468302,0.022109433797798998,0.12690602381468302,
1957,421,0,Viilarintie,secondary,,,,,,,20
1957,2276,0,Kauppamyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1957,1960,0,Viilarintie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
422,421,0,"['Harakkamyllyntie', 'Myllärintie']",tertiary,0.064047941460614,0.09509979326963902,0.12690602381468302,0.12690602381468302,0.022109433797798998,0.12690602381468302,
422,2125,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
422,423,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2125,422,0,Myllypurontie,tertiary,0.07855033874511701,0.07855033874511701,0.07855033874511701,0.07855033874511701,0.07855033874511701,0.07855033874511701,
2125,2187,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
423,424,0,Myllypurontie,tertiary,0.05133056640625,0.05133056640625,0.05133056640625,0.05133056640625,0.05133056640625,0.05133056640625,
423,422,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
424,423,0,Myllypurontie,tertiary,0.05133056640625,0.05133056640625,0.05133056640625,0.05133056640625,0.05133056640625,0.05133056640625,
424,2435,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2435,425,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2435,424,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
425,1849,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.029543665312752997,
425,2052,0,Latokartanonkaari,tertiary,0.175980188368316,0.175980188368316,0.175980188368316,0.175980188368316,0.175980188368316,0.175980188368316,
425,2435,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1849,2296,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1849,425,0,Myllypurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.029543665312752997,
2052,2050,0,Latokartanonkaari,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2052,425,0,Latokartanonkaari,tertiary,0.175980188368316,0.175980188368316,0.175980188368316,0.175980188368316,0.175980188368316,0.175980188368316,
426,1960,0,Viilarintie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
426,1154,0,Viilarintie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
1960,426,0,Viilarintie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
427,1155,0,Varikkotie,construction,,,,,,,20
427,1156,0,Varikkotie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
427,2277,0,Ratasmyllyntie,tertiary,0.17427149429389902,0.197087079430312,0.197087079430312,0.197087079430312,0.10003871966695697,0.197087079430312,
1155,1154,0,Varikkotie,"['secondary', 'construction']",0.0,0.0,0.0,0.016512460792026,0.0,0.19072520624402803,
1155,427,0,Varikkotie,construction,,,,,,,20
1156,427,0,Varikkotie,construction,0.0,0.0,0.0,0.0,0.0,0.0,
2277,427,0,Ratasmyllyntie,tertiary,0.17427149429389902,0.197087079430312,0.197087079430312,0.197087079430312,0.10003871966695697,0.197087079430312,
2277,2411,0,Ratasmyllyntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
428,520,0,Itäväylä,primary,0.0,0.0,0.0,0.0,0.0,0.034553597690396,
428,430,0,Karhulantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
428,1122,0,Itäväylä,primary,0.018954277038573997,0.018954277038573997,0.018954277038573997,0.018954277038573997,0.018954277038573997,0.018954277038573997,
428,538,0,Kiviportintie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
520,521,0,Itäväylä,primary,0.0,0.0,0.0,0.0,0.0,0.0,
520,428,0,Itäväylä,primary,0.0,0.0,0.0,0.026528671383857998,0.0,0.154364093683654,
520,429,0,"['Viikingintie', 'Uiskotie', 'Vartioharjuntie']",tertiary,0.001673381084961,0.001673381084961,0.001673381084961,0.001673381084961,0.001673381084961,0.001673381084961,
520,532,0,Riskutie,tertiary,0.040127010869162996,0.040127010869162996,0.040127010869162996,0.040127010869162996,0.040127010869162996,0.040127010869162996,
430,429,0,Loosarintie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
430,428,0,Karhulantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
430,431,0,"['Karhulantie', 'Rusthollarintie']",tertiary,0.19293908358181897,0.19293908358181897,0.19293908358181897,0.19293908358181897,0.18831577480401002,0.19293908358181897,
538,428,0,Kiviportintie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
538,532,0,Vartiokyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
538,472,0,Kiviportintie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
538,1268,0,Vartiokyläntie,tertiary,0.055987280502912004,0.055987280502912004,0.055987280502912004,0.055987280502912004,0.055987280502912004,0.055987280502912004,
429,430,0,Loosarintie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
429,520,0,"['Viikingintie', 'Vartioharjuntie', 'Uiskotie']",tertiary,0.001673381084961,0.001673381084961,0.001673381084961,0.001673381084961,0.001673381084961,0.001673381084961,
429,433,0,Puotilantie,tertiary,0.113650018240752,0.113650018240752,0.113650018240752,0.113650018240752,0.113650018240752,0.113650018240752,
433,432,0,Meripellontie,primary,,,,,,,20
433,1111,0,"['Vuotie', 'Meripellontie', 'Vuosaaren silta']",primary,0.075945872988845,0.075945872988845,0.075945872988845,0.075945872988845,0.075945872988845,0.075945872988845,
433,429,0,Puotilantie,tertiary,0.113650018240752,0.113650018240752,0.113650018240752,0.113650018240752,0.113650018240752,0.113650018240752,
432,433,0,Meripellontie,primary,,,,,,,20
432,431,0,Meripellontie,primary,,,,,,,20
432,512,0,"['Kissankellontie', 'Kunnallisneuvoksentie']",tertiary,,,,,,,20
512,511,0,Kissankellontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
512,432,0,"['Kissankellontie', 'Kunnallisneuvoksentie']",tertiary,,,,,,,20
1111,1113,0,Vuotie,primary,,,,,,,20
1111,1112,0,,primary_link,0.0,0.0,0.0,0.0,0.0,0.0,
434,2071,0,Kaivonkatsojantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
434,1119,0,,primary_link,,,,,,,20
434,1172,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2071,434,0,Kaivonkatsojantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2071,582,0,Kaivonkatsojantie,tertiary,0.169005795455653,0.169005795455653,0.169005795455653,0.169005795455653,0.169005795455653,0.169005795455653,
1119,1120,0,Vuotie,primary,0.125138240353819,0.19679828216290102,,,0.0,,71
1172,439,0,Kallvikintie,secondary,0.189667129227894,0.189667129227894,0.189667129227894,0.189667129227894,0.189667129227894,0.189667129227894,
1172,434,0,Kallvikintie,secondary,0.041820284743535004,0.041820284743535004,0.041820284743535004,0.041820284743535004,0.0,0.041820284743535004,
1172,1115,0,Tyynylaavantie,tertiary,0.24358733165462199,,,,0.026109329812154,,54
435,579,0,Gustav Pauligin katu,tertiary,0.13892665754042402,0.13892665754042402,0.13892665754042402,0.13892665754042402,0.13892665754042402,0.13892665754042402,
435,1689,0,Vuotie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
435,1115,0,Vuotie,secondary,,,,,,,20
579,435,0,Gustav Pauligin katu,tertiary,0.19971626401165002,0.19971626401165002,0.19971626401165002,0.19971626401165002,0.19971626401165002,0.19971626401165002,
579,2534,0,Leikosaarentie,tertiary,0.27547303366395803,0.27547303366395803,0.27547303366395803,0.27547303366395803,0.23539874481889603,0.27547303366395803,
579,580,0,Gustav Pauligin katu,tertiary,0.045926547390548,0.045926547390548,0.045926547390548,0.045926547390548,0.045926547390548,0.045926547390548,
1689,1117,0,Vuotie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1689,435,0,Vuotie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1115,435,0,Vuotie,secondary,,,,,,,20
1115,1119,0,Vuotie,primary,,,,,,,20
1115,1173,0,Porslahdentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1115,1172,0,Tyynylaavantie,tertiary,0.24358733165462199,,,,0.026109329812154,,54
436,1173,0,Vuosaarentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
436,2535,0,Vuosaarentie,tertiary,0.097153663635254,0.097153663635254,0.097153663635254,0.097153663635254,0.097153663635254,0.097153663635254,
1173,437,0,Porslahdentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1173,436,0,Vuosaarentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1173,1115,0,Porslahdentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2535,438,0,Vuosaarentie,tertiary,0.106482922200136,0.106482922200136,0.106482922200136,0.106482922200136,0.106482922200136,0.106482922200136,
2535,436,0,Vuosaarentie,tertiary,0.097153663635254,0.097153663635254,0.097153663635254,0.097153663635254,0.097153663635254,0.097153663635254,
437,1173,0,Porslahdentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
437,445,0,Porslahdentie,tertiary,0.05514798639026901,0.05514798639026901,0.05514798639026901,0.05514798639026901,0.05514798639026901,0.05514798639026901,
445,2009,0,Porslahdentie,tertiary,0.076414716333211,0.076414716333211,0.076414716333211,0.076414716333211,0.076414716333211,0.076414716333211,
445,437,0,Porslahdentie,tertiary,0.05514798639026901,0.05514798639026901,0.05514798639026901,0.05514798639026901,0.05514798639026901,0.05514798639026901,
438,2260,0,Vuosaarentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
438,2535,0,Vuosaarentie,tertiary,0.20432158722857996,0.20432158722857996,0.20432158722857996,0.20432158722857996,0.20432158722857996,0.20432158722857996,
2260,438,0,Vuosaarentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2260,439,0,Vuosaarentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
439,1172,0,Kallvikintie,secondary,0.024392009737994002,0.024392009737994002,0.024392009737994002,0.024392009737994002,0.0,0.024392009737994002,
439,2260,0,Vuosaarentie,tertiary,0.03860093599091,0.03860093599091,0.03860093599091,0.03860093599091,0.03860093599091,0.03860093599091,
439,1171,0,Kallvikintie,secondary,0.022228162551955002,0.022228162551955002,0.022228162551955002,0.022228162551955002,0.022228162551955002,0.022228162551955002,
439,2086,0,"['Rastilantie', 'Lokitie']",tertiary,0.07689571380615201,0.07689571380615201,0.07689571380615201,0.07689571380615201,0.07689571380615201,0.07689571380615201,
1171,440,0,Kallvikintie,secondary,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,
1171,439,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2086,439,0,"['Rastilantie', 'Lokitie']",tertiary,0.07689571380615201,0.07689571380615201,0.07689571380615201,0.07689571380615201,0.07689571380615201,0.07689571380615201,
2086,2091,0,Kallvikintie,secondary,0.04586488136631,0.04586488136631,0.04586488136631,0.04586488136631,0.04586488136631,0.04586488136631,
2086,1991,0,Kallvikintie,secondary,0.022763515170747997,0.022763515170747997,0.022763515170747997,0.022763515170747997,0.022763515170747997,0.022763515170747997,
440,1171,0,Kallvikintie,secondary,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,0.0015635748849870002,
440,2091,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2091,2086,0,Kallvikintie,secondary,0.033090591430664,0.033090591430664,0.033090591430664,0.033090591430664,0.033090591430664,0.033090591430664,
2091,440,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
441,1174,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
441,522,0,Rantakiventie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
441,1175,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1174,441,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1174,2388,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
522,441,0,Rantakiventie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1175,2063,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1175,441,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
442,2063,0,Kallvikintie,secondary,0.168838636651536,0.168838636651536,0.168838636651536,0.168838636651536,0.168838636651536,0.168838636651536,
442,443,0,Niinisaarentie,secondary,0.06761056381921099,0.06761056381921099,0.06761056381921099,0.06761056381921099,0.06761056381921099,0.06761056381921099,
442,447,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2063,1175,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2063,442,0,Kallvikintie,secondary,0.24324257374200697,0.24324257374200697,0.24324257374200697,0.24324257374200697,0.24324257374200697,0.24324257374200697,
443,442,0,Niinisaarentie,secondary,0.06761056381921099,0.06761056381921099,0.06761056381921099,0.06761056381921099,0.06761056381921099,0.06761056381921099,
443,1992,0,Porslahdentie,tertiary,0.021531105041504,0.021531105041504,0.021531105041504,0.021531105041504,0.0,0.021531105041504,
443,444,0,Niinisaarentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
447,442,0,Kallvikintie,secondary,0.036035294816154,0.036035294816154,0.036035294816154,0.036035294816154,0.036035294816154,0.036035294816154,
447,446,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1992,2009,0,Porslahdentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1992,443,0,Porslahdentie,tertiary,0.021531105041504,0.021531105041504,0.021531105041504,0.021531105041504,0.0,0.021531105041504,
444,2120,0,Niinisaarentie,secondary,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,
444,443,0,Niinisaarentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2120,1674,0,Niinisaarentie,secondary,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,0.002662507325486,
2120,444,0,Niinisaarentie,secondary,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,0.0056750774383539995,
2009,1992,0,Porslahdentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2009,445,0,Porslahdentie,tertiary,0.076414716333211,0.076414716333211,0.076414716333211,0.076414716333211,0.076414716333211,0.076414716333211,
446,447,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
446,1610,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1610,446,0,Kallvikintie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1610,1609,0,Kallvikintie,secondary,0.11508361871236401,0.11508361871236401,0.11508361871236401,0.11508361871236401,0.11508361871236401,0.11508361871236401,
448,2345,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
448,449,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2345,448,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2345,2241,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
449,448,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
449,450,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
450,449,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
450,451,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
451,450,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
451,452,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
452,451,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
452,453,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
453,452,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
453,454,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
454,453,0,Mellunmäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
454,460,0,"['Naulakalliontie', 'Vaarnatie']",tertiary,,,,,,,20
454,455,0,Kontulantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
460,459,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
460,454,0,"['Naulakalliontie', 'Vaarnatie']",tertiary,,,,,,,20
460,461,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
455,523,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
455,536,0,Kontulantie,primary,0.0,0.0,0.0,0.0,0.0,0.0,
455,454,0,Kontulantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
455,456,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
523,524,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
523,1189,0,"['Rekipellontie', 'Aarteenetsijäntie']",tertiary,0.025051305662695998,0.025051305662695998,0.025051305662695998,0.025051305662695998,0.025051305662695998,0.025051305662695998,
523,455,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
536,530,0,Humikkalantie,tertiary,0.06728351546681,0.06728351546681,0.06728351546681,0.06728351546681,0.06728351546681,0.06728351546681,
536,455,0,Kontulantie,primary,0.0,0.0,0.0,0.0,0.0,0.0,
536,1149,0,Kontulantie,primary,0.0,0.0,0.0,0.0,0.0,0.0,
456,457,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
456,458,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
457,455,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
458,456,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
458,459,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
459,458,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
459,530,0,Untamalantie,tertiary,0.041382789611816004,0.041382789611816004,0.041382789611816004,0.041382789611816004,0.041382789611816004,0.041382789611816004,
459,460,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
530,459,0,Untamalantie,tertiary,0.041382789611816004,0.041382789611816004,0.041382789611816004,0.041382789611816004,0.041382789611816004,0.041382789611816004,
530,536,0,Humikkalantie,tertiary,0.06728351546681,0.06728351546681,0.06728351546681,0.06728351546681,0.06728351546681,0.06728351546681,
530,534,0,Humikkalantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
461,460,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
461,462,0,Länsimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
