u,v,key,name,highway,ZMax44mm,ZMax54mm,ZMax71mm,ZMax86mm,ZMax20mm,ZMax198mm,flooded
692,691,0,Tuusulantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2300,2008,0,Simonkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2300,692,0,Simonkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
694,700,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
694,699,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
700,2165,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
700,694,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
699,694,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
699,698,0,Tattariharjuntie,secondary,0.010011672973633002,0.010011672973633002,0.010011672973633002,0.010011672973633002,0.010011672973633002,0.010011672973633002,
2202,696,0,Ilkantie,secondary,0.188457986584812,0.188457986584812,0.188457986584812,0.188457986584812,0.037155991665035,0.188457986584812,
2202,2436,0,Ilkantie,secondary,0.104468470687232,0.104468470687232,0.104468470687232,0.104468470687232,0.104468470687232,0.104468470687232,
697,1061,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
697,1723,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1061,698,0,Tattariharjuntie,secondary,0.21630409233847397,0.23023369782248299,0.23023369782248299,0.23023369782248299,0.066700978563718,0.23023369782248299,
1061,697,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
698,1061,0,Tattariharjuntie,secondary,0.21630409233847397,0.23023369782248299,0.23023369782248299,0.23023369782248299,0.066700978563718,0.23023369782248299,
698,699,0,Tattariharjuntie,secondary,0.010011672973633002,0.010011672973633002,0.010011672973633002,0.010011672973633002,0.010011672973633002,0.010011672973633002,
2165,1722,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2165,700,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
701,2044,0,Tullivuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
701,1722,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
701,1838,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2044,701,0,Tullivuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2044,1325,0,Tullivuorentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1722,701,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1722,2165,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1838,701,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1838,1837,0,Tattariharjuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
702,2433,0,"['Lansantie', 'Lansanpurontie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
702,1205,0,Lansanpurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2433,702,0,"['Lansantie', 'Lansanpurontie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1205,703,0,Kilonpuistonkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1205,702,0,Lansanpurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
703,704,0,"['Kilonkartanontie', 'Kilonpuistonkatu']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
703,1205,0,Kilonpuistonkatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
704,1718,0,Kilonkartanontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
704,703,0,"['Kilonkartanontie', 'Kilonpuistonkatu']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1718,704,0,Kilonkartanontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1718,2312,0,Kilonkartanontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1482,355,0,Ratsukatu,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1482,1913,0,Leppävaarankatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1482,705,0,Leppävaarankatu,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1449,705,0,Alberganesplanadi,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1449,1807,0,Alberganesplanadi,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
788,707,0,Sotungintie,tertiary,,,,,0.270051745239199,,44
788,789,0,Sotungintie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
788,1905,0,Nybyggetintie,tertiary,,,,,,,20
708,1602,0,Sinimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1602,2497,0,Sinimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1602,708,0,Sinimäentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
709,717,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
709,1319,0,Ohtolankatu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
709,718,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
717,709,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
717,714,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
718,1961,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
718,709,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
710,1328,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
710,722,0,Rälssitie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
710,711,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1328,710,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1328,2419,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
722,721,0,Äyritie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
722,862,0,Rälssitie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
722,1025,0,"['Robert Huberin tie', 'Äyrikuja', 'Äyritie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
722,710,0,Rälssitie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
711,716,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
711,710,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
716,712,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
716,711,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
712,714,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
712,1804,0,,secondary_link,0.0,0.0,0.0,0.0,0.0,0.0,
712,716,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
714,717,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
714,712,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1804,712,0,,secondary_link,0.0,0.0,0.0,0.0,0.0,0.0,
1804,713,0,,secondary_link,0.0,0.0,0.0,0.0,0.0,0.0,
713,719,0,Kiitoradantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
713,1804,0,,secondary_link,0.0,0.0,0.0,0.0,0.0,0.0,
713,1218,0,Tammiston kauppatie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1218,721,0,Tammiston kauppatie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1218,713,0,Tammiston kauppatie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1961,718,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1961,863,0,Tikkurilantie,secondary,0.028612704296563,0.028612704296563,0.028612704296563,0.028612704296563,0.028612704296563,0.028612704296563,
732,842,0,Tuusulanväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
725,1339,0,,motorway_link,,,,,,,20
725,724,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
721,722,0,Äyritie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
721,1218,0,Tammiston kauppatie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
721,723,0,Tammiston kauppatie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
723,721,0,Tammiston kauppatie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
723,862,0,Tasetie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
723,729,0,Tammiston kauppatie,secondary,0.13431514080805498,0.13431514080805498,0.13431514080805498,0.13431514080805498,0.13431514080805498,0.13431514080805498,
862,858,0,Tasetie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
862,722,0,Rälssitie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
862,723,0,Tasetie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1025,1024,0,Virkatie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1025,722,0,"['Äyritie', 'Äyrikuja', 'Robert Huberin tie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1025,2478,0,Lentoasemantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1025,6,0,Lentoasemantie,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
724,48,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
726,12,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
1711,732,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
731,729,0,Ylästöntie,tertiary,0.013437271118164,0.013437271118164,0.013437271118164,0.013437271118164,0.013437271118164,0.013437271118164,
731,1791,0,Ylästöntie,tertiary,0.057684905786181996,0.057684905786181996,0.057684905786181996,0.057684905786181996,0.057684905786181996,0.057684905786181996,
730,1037,0,"['Kuriiritie', 'Kirkkotie']",tertiary,,,,,,,20
730,735,0,Kirkkotie,tertiary,0.067446529438668,0.067446529438668,0.067446529438668,0.067446529438668,0.0,0.067446529438668,
730,729,0,Ylästöntie,tertiary,,,,,,,20
1037,868,0,Kuriiritie,tertiary,0.09372037131732801,0.09372037131732801,0.09372037131732801,0.09372037131732801,0.09372037131732801,0.09372037131732801,
1037,730,0,"['Kuriiritie', 'Kirkkotie']",tertiary,,,,,,,20
1791,731,0,Ylästöntie,tertiary,0.057684905786181996,0.057684905786181996,0.057684905786181996,0.057684905786181996,0.057684905786181996,0.057684905786181996,
1791,860,0,Ylästöntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
842,733,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
842,1662,0,Tuusulanväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
733,883,0,,motorway_link,0.017219543457031004,0.017219543457031004,0.017219543457031004,0.017219543457031004,0.0,0.017219543457031004,
733,734,0,,motorway_link,0.22322762012481698,,,,0.027801558375358994,,54
734,1662,0,,motorway_link,,,,,,,20
1662,1537,0,Tuusulanväylä,motorway,0.18944596836248398,0.18944596836248398,0.18944596836248398,0.18944596836248398,0.18944596836248398,0.18944596836248398,
736,739,0,Tapaninkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
736,737,0,Tapaninkyläntie,secondary,0.035351809744252,0.035351809744252,0.035351809744252,0.035351809744252,0.035351809744252,0.035351809744252,
739,736,0,Tapaninkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
739,994,0,Tapaninkyläntie,secondary,0.061943772241662004,0.061943772241662004,0.061943772241662004,0.061943772241662004,0.061943772241662004,0.061943772241662004,
738,737,0,Tammiston kauppatie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
738,2226,0,Vanha Tuusulantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2226,1250,0,Vanha Tuusulantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2226,738,0,Vanha Tuusulantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
994,993,0,Kirkonkyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
994,825,0,Tapaninkyläntie,secondary,0.07430839538574201,0.07430839538574201,0.07430839538574201,0.07430839538574201,0.07430839538574201,0.07430839538574201,
994,739,0,Tapaninkyläntie,secondary,0.008513559031126999,0.008513559031126999,0.008513559031126999,0.008513559031126999,0.008513559031126999,0.008513559031126999,
994,1001,0,"['Kirkonkyläntie', 'Peltokyläntie', 'Siltakyläntie']",tertiary,0.21992111206054699,0.21992111206054699,0.21992111206054699,0.21992111206054699,0.21992111206054699,0.21992111206054699,
828,1892,0,Pohjantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
828,740,0,Pohjantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1648,1660,0,Merituulentie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1648,2503,0,Merituulentie,secondary_link,0.0,0.0,0.0,0.0,0.0,0.0,
741,992,0,Karhusuontie,tertiary,0.06165122985839799,0.06165122985839799,0.06165122985839799,0.06165122985839799,0.06165122985839799,0.06165122985839799,
741,742,0,Tapaninvainiontie,secondary,0.202068662229596,0.202068662229596,0.202068662229596,0.202068662229596,0.202068662229596,0.202068662229596,
741,944,0,Tapaninvainiontie,secondary,0.235341272057418,0.235341272057418,0.235341272057418,0.235341272057418,0.235341272057418,0.235341272057418,
741,743,0,Karhusuontie,tertiary,0.086985129962907,0.086985129962907,0.086985129962907,0.086985129962907,0.086985129962907,0.086985129962907,
992,741,0,Karhusuontie,tertiary,0.06165122985839799,0.06165122985839799,0.06165122985839799,0.06165122985839799,0.06165122985839799,0.06165122985839799,
992,991,0,Kirkonkyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
992,993,0,Kirkonkyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
742,741,0,Tapaninvainiontie,secondary,0.16458186502520902,0.16458186502520902,0.16458186502520902,0.16458186502520902,0.16458186502520902,0.16458186502520902,
742,744,0,Pukinmäenkaari,secondary,0.019467804604051998,0.019467804604051998,0.019467804604051998,0.019467804604051998,0.019467804604051998,0.019467804604051998,
742,743,0,Pukinmäenkaari,secondary,0.064781459747369,0.064781459747369,0.064781459747369,0.064781459747369,0.064781459747369,0.064781459747369,
944,741,0,Tapaninvainiontie,secondary,0.194567606045715,0.194567606045715,0.194567606045715,0.194567606045715,0.194567606045715,0.194567606045715,
944,943,0,Kirkonkyläntie,secondary,0.051444415852090995,0.051444415852090995,0.052402443320524,0.066901625821796,0.051444415852090995,0.17477419948013,
944,1834,0,Tapaninvainiontie,secondary,0.0,0.0,0.0,0.0,0.0,0.086727142333984,
944,990,0,Kirkonkyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
743,2438,0,Pukinmäenkaari,secondary,0.02147102355957,0.02147102355957,0.021801564597491004,0.06326739838064,0.02147102355957,0.133661467337016,
743,1056,0,Karhusuontie,tertiary,0.06209706490294,0.06209706490294,0.06209706490294,0.06209706490294,0.06209706490294,0.06209706490294,
743,741,0,Karhusuontie,tertiary,0.086985129962907,0.086985129962907,0.086985129962907,0.086985129962907,0.086985129962907,0.086985129962907,
743,742,0,Pukinmäenkaari,secondary,0.064781459747369,0.064781459747369,0.064781459747369,0.064781459747369,0.064781459747369,0.064781459747369,
744,742,0,Pukinmäenkaari,secondary,0.019467804604051998,0.019467804604051998,0.019467804604051998,0.019467804604051998,0.019467804604051998,0.019467804604051998,
744,2203,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2438,2439,0,Pukinmäenkaari,secondary,0.12835312569056698,0.166412926553833,0.221446029185402,0.262911862968551,0.021743921169538005,,198
2438,743,0,Pukinmäenkaari,secondary,0.0,0.009849221943416,0.064882324574985,0.06326739838064,0.0,0.133661467337016,
1056,743,0,Karhusuontie,tertiary,0.06209706490294,0.06209706490294,0.06209706490294,0.06209706490294,0.06209706490294,0.06209706490294,
1056,1053,0,Kenttätie,tertiary,0.074472427368164,0.074472427368164,0.074472427368164,0.074472427368164,0.03345000743866,0.074472427368164,
1056,1057,0,Eskolantie,tertiary,0.040553918444045996,0.040553918444045996,0.040553918444045996,0.040553918444045996,0.040553918444045996,0.040553918444045996,
2203,745,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.059833955796520996,
2203,744,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.09814877737249302,
745,2203,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.059833955796520996,
745,747,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.007795333862305001,
746,2544,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
746,503,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
746,747,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2544,749,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2544,746,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
748,1057,0,"['Säterintie', 'Jokipellontie']",tertiary,,,,,,,20
1057,748,0,"['Säterintie', 'Jokipellontie']",tertiary,,,,,,,20
1057,1056,0,Eskolantie,tertiary,0.040553918444045996,0.040553918444045996,0.040553918444045996,0.040553918444045996,0.040553918444045996,0.040553918444045996,
1057,1912,0,Eskolankaari,tertiary,,,,,,,20
749,2248,0,"['Käskynhaltijantie', 'Pukinmäenkaari']",secondary,0.09324022178993599,0.09324022178993599,0.09324022178993599,0.09324022178993599,0.09324022178993599,0.09324022178993599,
749,2544,0,Pukinmäenkaari,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2248,750,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2248,749,0,"['Käskynhaltijantie', 'Pukinmäenkaari']",secondary,0.09324022178993599,0.09324022178993599,0.09324022178993599,0.09324022178993599,0.09324022178993599,0.09324022178993599,
750,2248,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
750,751,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
751,750,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
751,2410,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2410,2234,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2410,751,0,Käskynhaltijantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
752,2483,0,Mäkkyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
752,2030,0,,trunk_link,,,,,,,20
752,1934,0,"['Mestarinsilta', 'Mäkkylän puistotie']",secondary,,,,,,,20
752,2073,0,Mäkkylän puistotie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2483,1505,0,Mäkkyläntie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2483,752,0,Mäkkyläntie,tertiary,0.027346997453402997,0.027346997453402997,0.027346997453402997,0.027346997453402997,0.027346997453402997,0.027346997453402997,
2030,220,0,Kehä I,trunk,,,,,,,20
753,816,0,"['Valkjärventie', 'Tietäjäntie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
753,754,0,"['Kivennavantie', 'Suotorpantie', 'Muolaantie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
753,1486,0,Louhentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
754,2513,0,"['Kirvuntie', 'Kurkijoentie']","['tertiary', 'construction']",0.0,0.0,0.0,0.0,0.0,0.0,
754,753,0,"['Kivennavantie', 'Suotorpantie', 'Muolaantie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
754,2346,0,Turvesuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
754,787,0,Turvesuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1486,753,0,Louhentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1486,2321,0,Louhentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2513,754,0,"['Kirvuntie', 'Kurkijoentie']","['tertiary', 'construction']",0.0,0.0,0.0,0.0,0.0,0.0,
2346,754,0,Turvesuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2346,2497,0,Turvesuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
787,754,0,Turvesuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
787,2511,0,Turvesuontie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
755,1497,0,Nuijalantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1497,1498,0,Nuijalantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1497,755,0,Nuijalantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
757,756,0,Kivivuorentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
757,760,0,Kivivuorentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
760,757,0,Kivivuorentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
760,761,0,Kivivuorentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
760,759,0,Laajavuorentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2135,2492,0,Martinkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2135,758,0,Martinkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
759,2135,0,Martinkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
759,760,0,Laajavuorentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
762,1369,0,Tavastkullantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
762,763,0,Ainontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
762,2065,0,Ainontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1369,2290,0,Tavastkullantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1369,762,0,Tavastkullantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
763,1520,0,"['Sahratie', 'Santamäentie', 'Pähkinärinteentie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
763,762,0,Ainontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
763,1954,0,"['Ainontie', 'Jupperintie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1520,763,0,"['Santamäentie', 'Sahratie', 'Pähkinärinteentie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1520,1522,0,Pähkinärinteentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1520,2291,0,Lammaslammentie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1954,763,0,"['Ainontie', 'Jupperintie']",tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
764,765,0,Tuusulanväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
765,769,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
765,686,0,Tuusulanväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
769,680,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
769,689,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
1979,770,0,Tuusulantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2397,771,0,Kokinkyläntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
772,791,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
772,1729,0,Tuusulanväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
791,1428,0,Panuntie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
791,1729,0,,motorway_link,0.0,0.0,0.0,0.0,0.0,0.0,
791,1715,0,Panuntie,secondary,0.006211007276193001,0.006211007276193001,0.006211007276193001,0.006211007276193001,0.006211007276193001,0.006211007276193001,
1729,22,0,Tuusulanväylä,motorway,0.0,0.0,0.0,0.0,0.0,0.0,
773,2144,0,Metsäpurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
773,2093,0,Metsäpurontie,tertiary,0.007402262876923,0.007402262876923,0.007402262876923,0.007402262876923,0.007402262876923,0.007402262876923,
2144,773,0,Metsäpurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2144,2064,0,Metsäpurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2093,773,0,Metsäpurontie,tertiary,0.007402262876923,0.007402262876923,0.007402262876923,0.007402262876923,0.007402262876923,0.007402262876923,
2093,774,0,Metsäpurontie,tertiary,0.030591539409456,0.030591539409456,0.030591539409456,0.030591539409456,0.030591539409456,0.030591539409456,
2093,1819,0,Männikkötie,tertiary,0.018397654565015,0.018397654565015,0.018397654565015,0.018397654565015,0.018397654565015,0.018397654565015,
774,2128,0,Metsäpurontie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
774,2093,0,Metsäpurontie,tertiary,0.030591539409456,0.030591539409456,0.030591539409456,0.030591539409456,0.030591539409456,0.030591539409456,
775,1415,0,Nuijamiestenramppi,tertiary,,,,,0.21038828709901,,44
775,2339,0,Nuijamiestentie,tertiary,,,,,,,20
775,776,0,"['Nuijamiestentie', 'Matkamiehentie']",tertiary,0.226861419221933,,,,0.06127754739253599,,54
777,2442,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
777,778,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2442,2441,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2442,2377,0,Turbiinitie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
2442,777,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2442,1655,0,Toinensavu,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
778,777,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
778,1021,0,Pakkalantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
778,903,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1021,1022,0,Pakkalantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
1021,2174,0,Virkatie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
1021,778,0,Pakkalantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
903,902,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
903,778,0,Tikkurilantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
779,2445,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
779,2482,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
2445,1025,0,Lentoasemantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2445,2446,0,Lentoasemantie,secondary,0.0,0.0,0.0,0.0,0.0,0.0,
2445,2447,0,,trunk_link,0.0,0.0,0.0,0.0,0.0,0.0,
780,940,0,Vanha Helsingintie,secondary,0.015881543719551,0.015881543719551,0.015881543719551,0.015881543719551,0.015881543719551,0.015881543719551,
780,781,0,Vilppulantie,tertiary,0.0,0.0,0.0,0.0,0.0,0.0,
780,941,0,"['Kirkonkyläntie', 'Vanha Helsingintie']",secondary,0.065971374511719,0.065971374511719,0.065971374511719,0.065971374511719,0.065971374511719,0.065971374511719,
940,927,0,Malmin asematie,secondary,0.12338682457145699,0.12338682457145699,0.12338682457145699,0.12338682457145699,0.12338682457145699,0.12338682457145699,
