u,v,key,weighted_centrality
2287,1245,0,8962.675380708355
2432,2287,0,2721.9468070326593
2432,2454,0,418.6239774114837
32,33,0,6021.313610406288
32,2262,0,1682.2630094424276
33,599,0,2718.024965797296
33,30,0,3300.2604837558324
2262,2169,0,3941.0695812207164
2262,2548,0,3880.3638355922085
599,75,0,1961.1747174505551
599,74,0,753.8220874917907
2169,2170,0,2913.067227048816
2169,2262,0,2811.400602053203
2169,597,0,1181.937557729443
2548,2547,0,579.6454370588579
2548,529,0,3477.1770072041604
2548,2262,0,3330.7979661731088
75,76,0,8590.25731439439
74,2114,0,6563.250375744511
34,1191,0,5669.1865233703265
34,32,0,7695.924748188751
1191,831,0,6300.534549649457
1191,1190,0,1085.8380720586692
831,833,0,6398.039280498695
831,1191,0,689.0619314713047
831,1196,0,
1190,1191,0,1020.4722952088765
1190,1128,0,635.4348857841484
1190,1146,0,253.77860472860363
35,36,0,13994.783129317202
35,1638,0,6006.404790278527
36,2225,0,34359.98061610922
1638,1368,0,5498.728594878
1638,1342,0,566.3911615618027
2225,2224,0,21295.303983374328
2225,34,0,13357.459399905269
1368,278,0,16389.786780580576
1342,607,0,16881.11379306203
2224,2225,0,260.184008699635
2224,557,0,21067.71873316611
37,38,0,16951.77645679984
38,563,0,2223.4457179149126
38,43,0,14667.11853815665
563,506,0,5053.190218999294
43,559,0,4468.084177062455
43,42,0,10137.822160368229
506,566,0,10897.630533034519
559,88,0,6503.085457683921
42,41,0,23889.224271899628
39,1238,0,686.525173611118
39,37,0,9694.388500368514
1238,37,0,7318.60015716108
1238,1239,0,3907.383757166021
1238,1237,0,705.5216084196106
1239,1240,0,1540.1426851589808
1239,2318,0,3235.5660818568126
1239,1238,0,4785.647245876658
1237,83,0,695.1919810157647
1237,1238,0,6520.545303987064
40,39,0,10370.370384711976
41,965,0,6427.40083601673
41,1050,0,17439.192080434794
965,966,0,5071.40805753754
965,964,0,8109.0608933974545
965,1246,0,
1050,57,0,20791.99276705818
966,1051,0,1827.2772161292637
966,1202,0,2993.674726258924
966,2386,0,2543.3793267710175
966,965,0,5096.023525138622
964,965,0,1679.675945229618
964,963,0,6863.214906632846
964,1050,0,3375.4320420749377
1246,1276,0,2266.478239993494
1246,1275,0,2662.0319023958705
1246,965,0,
57,1269,0,917.8289995823138
57,56,0,19949.89668582321
88,555,0,12538.130089833174
88,560,0,4235.689598323855
44,1631,0,29213.82357321202
44,2482,0,12188.498965015413
1631,2417,0,13739.808206890062
1631,779,0,15314.034675810572
2482,8,0,12412.418876011834
2417,6,0,13846.903784433269
779,2445,0,15151.01026702459
779,2482,0,193.4721598907638
45,47,0,44083.105844837126
47,728,0,26593.43805737662
47,1339,0,17504.57834579225
728,1711,0,21379.08579524176
728,726,0,5229.262820513229
1339,1630,0,19711.07328891938
46,1786,0,4612.04298744947
46,45,0,13266.05502292814
1786,2417,0,76.6478264382679
1786,2446,0,4565.842912116358
2446,858,0,7949.8767982831205
2446,2448,0,9365.97166810569
2446,2445,0,4507.199133778823
1711,732,0,33536.018053457214
726,12,0,10455.373180625094
1630,49,0,34510.353099048385
48,44,0,41562.303228735516
49,1040,0,10710.091042479156
49,50,0,23869.40422322944
1040,1039,0,10780.101048601127
1040,50,0,5713.343769569307
50,51,0,29608.374422477773
1039,868,0,6512.355805696294
1039,1038,0,10431.894491128778
1039,1040,0,5714.211609014013
51,1282,0,3930.1776448142914
51,1043,0,25695.27269768139
1282,1042,0,362.02714739466023
1282,1015,0,3585.226417435069
1043,52,0,28905.64023133694
1042,1043,0,3193.2916136455087
1015,1016,0,3313.02080483091
1015,1014,0,2829.2476416611726
1015,1042,0,2814.1885462353566
52,1281,0,12380.635738884286
52,1046,0,16542.080412470055
1281,1045,0,366.17933510880357
1281,1044,0,12021.049327970282
1046,53,0,23343.624288951713
1045,1046,0,6725.810958141066
1044,1045,0,6353.038698837295
1044,1047,0,13695.6112355013
1044,1259,0,6160.299072415088
53,1269,0,2367.446363535686
53,54,0,21051.91084376525
1269,1271,0,3361.008281465826
54,86,0,22241.437531592528
1271,1270,0,3488.0594383904436
1271,1272,0,1343.1028728722356
86,963,0,3521.6522792782243
86,87,0,18697.15389686912
963,1049,0,7632.813047683959
963,964,0,3831.8933559897964
963,962,0,3715.953934960391
87,561,0,10131.274739203698
87,88,0,10331.946431202818
55,1047,0,6485.512494406576
55,71,0,16065.84861537102
1047,1217,0,14122.520191633816
1047,71,0,11086.037274368195
1047,1044,0,7869.202073883577
71,70,0,27168.961809743727
1217,1047,0,12890.042885781128
1217,904,0,3726.791702591827
1217,1048,0,9981.537346867073
70,1016,0,2735.6146273718437
70,69,0,24450.42310238917
56,55,0,22475.628191430747
58,477,0,12356.204683210268
58,59,0,4884.050841764524
477,478,0,12376.75456767508
477,487,0,59.63660690322027
59,1457,0,10794.220635071728
478,2020,0,10179.497538912516
478,2149,0,2233.4803576928753
487,59,0,5873.946464379755
1457,119,0,12721.722486215978
119,25,0,15012.865573142108
60,1782,0,3666.9663235138414
1782,1781,0,1706.1491050427837
1782,2586,0,1951.5081261151806
1781,2222,0,943.7680705418236
2586,2584,0,1646.068205481297
2586,2585,0,294.42457312907703
61,626,0,5865.678135906881
61,60,0,1045.1284876939108
626,60,0,2631.1469281759355
626,494,0,7818.2150605916595
626,495,0,3328.7423198778397
494,493,0,7894.708519461128
494,626,0,4932.137156732546
495,1380,0,662.819523627551
495,496,0,2564.8947148967936
495,626,0,2989.598108361589
62,1384,0,6363.849927555948
62,1381,0,1382.8248557355412
1384,61,0,6920.115715956746
1381,1384,0,572.2285546787539
1381,1380,0,264.2423010896181
1381,1382,0,1407.4261493891483
1380,495,0,396.45603692486156
1380,1381,0,514.6430215144662
1382,1385,0,1251.7713293317847
1382,1381,0,362.3918941853607
1382,1383,0,65.74041193181819
63,2180,0,15236.409233746825
2180,64,0,18323.01121951358
64,1632,0,2897.1596251051938
64,65,0,15463.525377777922
1632,639,0,2980.557080596217
1632,65,0,1921.275529072914
1632,640,0,1194.0731292314451
65,92,0,17390.30371990591
639,1931,0,2250.2778673017824
639,91,0,2882.270200609776
639,1632,0,1907.9889162952352
640,1632,0,1253.083414134899
640,1248,0,961.2125572462767
92,2215,0,2474.343784543132
92,2115,0,14921.462748420741
2115,66,0,20862.46438427567
66,1020,0,3016.8575953231953
66,46,0,17847.65025926862
1020,1023,0,1441.2864510128659
1020,1355,0,3318.3774629963527
1023,1020,0,1193.488056433567
1023,1356,0,1318.9690782304137
1355,1022,0,3497.138425053069
1355,1020,0,547.27479193601
67,727,0,17275.618691221767
67,48,0,17109.749767133817
727,726,0,5202.739158048852
727,1711,0,12142.021699851985
68,1039,0,4053.7584538090164
68,90,0,23746.047467184515
90,67,0,34316.22629166769
868,863,0,4608.635042959302
868,1041,0,1187.5274542279185
868,1039,0,7755.4602367509315
868,1037,0,738.2558668659782
1038,90,0,10501.036657805946
69,68,0,27774.1794913162
1016,1017,0,733.6586915535456
1016,1015,0,2801.733232998601
1016,69,0,3298.1299592503387
1017,1016,0,767.810531584428
1017,1018,0,368.15573466565974
72,75,0,6622.947266997943
76,81,0,7338.977631470106
76,2319,0,6942.207154913409
76,707,0,557.5842937495619
73,72,0,4705.5439227119805
2114,2320,0,4385.260963468654
2114,2379,0,2174.9612514230475
2379,1939,0,1914.6682987772406
2379,2429,0,257.264791790115
81,77,0,4892.963635719549
81,1533,0,2457.7308016381185
2319,1906,0,1135.886035752433
2319,74,0,5812.456449109268
707,788,0,513.1607513197612
707,350,0,26.46527777777774
707,76,0,411.90881930569583
77,78,0,4182.840506579073
77,349,0,5008.233325997274
1533,1682,0,2840.266594526266
1906,30,0,3099.2405720042607
788,707,0,358.7561969280731
788,789,0,537.1363924066162
788,1905,0,201.8838720103437
350,351,0,1154.537184669916
350,1606,0,1241.8573373929803
350,707,0,29.059027777777786
78,1670,0,4063.46470432716
78,1533,0,370.8189870021874
78,77,0,974.1100775245973
349,77,0,3312.283313445847
349,2090,0,4971.414805751277
1670,79,0,4075.1815102132427
2090,349,0,3263.7479873136167
2090,1607,0,5132.350965098341
79,1606,0,1312.2785582064582
79,80,0,3251.926404942993
79,78,0,1213.836456388622
1682,1677,0,1785.8076301375545
1682,1685,0,1066.9884629447906
1606,350,0,1213.2116908826047
1606,79,0,1352.6410106029477
80,76,0,5824.8861405475645
82,2431,0,2104.500407185577
82,73,0,4424.605031915662
2431,2428,0,2450.065992289695
2428,1906,0,1957.2192063041293
2428,1938,0,507.35681719221066
83,84,0,11004.921568405722
84,1227,0,2625.284041632341
84,85,0,8390.180816040922
1227,1228,0,2796.894360306753
1227,1226,0,1149.089962081922
1227,85,0,1054.3053805569218
85,1929,0,9455.029485868383
1228,1229,0,1953.9629471019048
1228,1227,0,1400.512052103815
1228,40,0,2646.5970343483427
1226,1197,0,1019.3673138764564
1226,1227,0,963.9503199414991
1929,2430,0,2950.9773672404935
1929,82,0,6514.595407893766
2430,73,0,266.4288595901676
2430,2453,0,2728.524078719521
2430,2431,0,331.05555389770575
2430,2454,0,2680.5841560551294
1049,561,0,5744.321372697175
1049,87,0,1827.2794742589856
962,963,0,4818.424508172983
962,2299,0,3548.4691440568654
561,558,0,15814.383911168858
558,560,0,13002.92834882878
558,563,0,2750.2433616129333
555,89,0,16931.826376158657
560,281,0,17253.44887445378
89,1237,0,6571.4278773114265
89,83,0,10299.186298124274
281,280,0,23691.565691891305
91,987,0,17518.16389043495
987,1785,0,1905.0839167576087
987,14,0,15650.753757043627
1785,1916,0,956.3282529668323
1785,610,0,3997.454820343403
1359,2215,0,2800.869176463352
1359,1360,0,1580.2702894821498
1359,2207,0,1149.6909827367824
2178,2443,0,2232.9757373970247
2178,1709,0,15300.418483197323
95,15,0,4983.359651525498
95,2161,0,858.8406153129957
2161,2134,0,2208.809555785193
2134,2162,0,3378.8837555234472
2134,2132,0,752.4342571023889
96,24,0,18035.054665239706
96,101,0,4704.480793813695
101,102,0,9837.408432340944
101,24,0,4028.011221750942
101,108,0,
101,110,0,17464.722407961017
102,103,0,10373.790992409882
102,101,0,12503.999310109222
108,101,0,
108,1432,0,3985.6077498306654
108,109,0,4624.8780855698615
97,96,0,17452.768447564795
97,176,0,4625.0452885288
176,179,0,4187.458628864957
176,96,0,5387.690142654603
176,989,0,577.9638310382389
179,176,0,4130.435143911709
179,184,0,3872.19636335264
989,2274,0,1630.9492608861872
989,176,0,393.12820476908445
205,97,0,11404.945364750169
205,248,0,11012.33289036187
205,2274,0,2688.056437908557
248,205,0,11329.319466955048
248,1411,0,1340.018783778735
248,219,0,13117.936294609537
248,1414,0,4193.258826048163
2274,989,0,1547.0367657832626
2274,205,0,2671.045801845172
1566,695,0,1792.4353668599938
1566,173,0,2671.528586017972
2206,2303,0,5180.027133320689
2206,293,0,6532.764858741982
1861,168,0,12093.061014479248
1861,298,0,22335.936295785334
1861,169,0,11949.965849784892
1861,1852,0,11924.686875584533
292,168,0,2122.831731063047
292,1852,0,1070.1558974358982
1432,108,0,4341.337795013109
1432,2223,0,3989.382078985422
109,108,0,4205.353318635088
109,110,0,5987.767133321819
1738,111,0,17492.310507063637
1969,105,0,28411.52395266504
106,105,0,2453.405030914999
106,171,0,4047.6914622033446
1774,1772,0,22232.35381559195
171,106,0,1448.792208548288
171,172,0,3137.2833379921494
1772,1813,0,1423.8338953325838
1772,313,0,20908.757424174804
172,171,0,469.25140345003246
172,1340,0,1105.704815888105
172,776,0,2824.116452220833
2223,1432,0,4281.317402415492
2223,177,0,3991.8331480669153
2028,2026,0,2627.107093222724
2028,2176,0,1871.807978269523
1799,2038,0,4645.852464878887
1799,2025,0,9726.271796289297
112,113,0,520.0637642335062
112,1753,0,251.49615341295114
113,114,0,1182.8682578168323
113,112,0,537.6764910884947
1753,115,0,920.6724418680836
1753,112,0,315.39569080201153
114,113,0,1281.993248915884
114,134,0,1852.694394444145
114,1752,0,867.1765003849744
115,2557,0,1576.132753991837
115,1753,0,1066.0842435012073
1752,132,0,654.8104639515818
1752,114,0,989.7833853363951
133,2444,0,2511.8137490485974
133,134,0,1142.0023032523084
133,2473,0,922.1103479853581
132,2444,0,1136.1749360707545
132,1752,0,858.9296131470377
132,118,0,144.7425317204165
2557,115,0,1803.056819869
2557,2558,0,2281.37263218965
2558,2557,0,2480.7813536888993
2558,2559,0,2985.706527481456
116,2560,0,4489.403673097429
116,117,0,5557.435080313656
116,118,0,1724.3987854349984
2560,2559,0,3827.1406777390125
2560,116,0,4372.540984731679
117,116,0,6651.9011294330985
117,2479,0,26008.713275915896
117,136,0,23290.199666786903
117,483,0,12979.74978682401
118,116,0,719.2800803033732
118,132,0,1177.3765812299346
2559,2558,0,3157.5999046028223
2559,2560,0,3682.762644995485
2479,2481,0,26043.071035906476
2479,121,0,
136,2546,0,2434.8913884092576
136,2571,0,20955.51028743867
483,117,0,12340.241106081172
483,2236,0,12549.031129072548
2481,2511,0,2450.2840333544254
2481,121,0,27961.301184322074
121,1455,0,28041.487675691093
2546,832,0,3483.263192952539
2571,2468,0,3978.138350957167
2571,2465,0,17077.573945542255
2236,483,0,11882.007103951764
2236,482,0,12112.368026876595
2444,132,0,207.45802669552717
2444,1766,0,3200.6813590711645
2444,133,0,340.0513084138093
2026,2027,0,506.63933778640165
2026,119,0,2282.991684591371
2026,2028,0,440.6047046703311
2176,2177,0,1079.6001240481964
2176,2028,0,2007.0386594303275
2176,2487,0,1113.958437094318
2038,2284,0,16141.50112658972
2025,2022,0,2567.1913403181875
2025,2172,0,7195.303784901929
1455,122,0,24363.09032507695
1455,1456,0,3758.5838419798
122,123,0,22431.51911312844
122,2022,0,1967.794540879527
1456,2020,0,1903.528648693653
1456,1457,0,1891.2785222156049
123,124,0,32019.74195963077
2022,2016,0,4571.209210127456
124,2029,0,20222.090761940304
124,2043,0,11716.550018408518
2016,2021,0,3312.1301941515626
2016,2015,0,1295.3023449053103
2029,1850,0,31775.891348391087
2043,239,0,19781.52301251016
1850,2030,0,26649.723257861147
1850,752,0,5194.485053418799
239,240,0,15886.923629074443
239,241,0,3813.4982041518388
125,1413,0,32668.485791423584
1413,126,0,36593.83844762992
126,127,0,32905.94792776117
126,541,0,3705.3162813680533
127,128,0,38447.61313737636
541,1882,0,1881.4017419918284
541,1105,0,4282.444338994198
541,127,0,5524.239448031898
541,1410,0,1496.1746352240928
128,129,0,34084.006881639936
128,812,0,4371.345027431193
1882,541,0,2299.328050840614
1882,1589,0,1523.7063090514791
1105,541,0,5793.529762802027
1105,1104,0,4237.296143439796
1410,541,0,1368.6603076968
1410,1411,0,1263.415483142523
129,1459,0,42122.078033939695
812,814,0,13303.086842238496
1459,1464,0,50291.023098154896
814,192,0,26391.72666065498
1464,1468,0,6902.214291733692
1464,1463,0,43463.03751476735
130,1794,0,42191.4633587597
130,1827,0,3817.135661177078
1794,131,0,49862.63224740805
1827,1947,0,2504.067143058319
1827,1826,0,4366.31964574976
1827,1794,0,7619.568515978811
131,1742,0,28538.37122151303
131,502,0,21375.86139839229
1947,1827,0,3306.215720635622
1947,1820,0,2282.8830653229365
1826,1827,0,7292.375214570858
1826,2154,0,2186.699155890117
1826,218,0,4253.526764535838
1742,1446,0,4488.020164352881
1742,841,0,24101.951429788467
502,1435,0,26162.203633754205
1446,1439,0,10450.771623013072
841,21,0,53655.49349520734
1435,1433,0,31429.126374116873
1766,117,0,23047.575015099643
2473,2546,0,948.1697954823065
2473,133,0,3119.5056635023766
135,117,0,27957.79731308808
832,1658,0,2822.551909977138
832,2473,0,3045.3631019381205
2468,2465,0,6330.093629416538
2468,2467,0,4088.697744608984
2465,1730,0,23424.42736361815
137,2480,0,25724.416553980966
137,2512,0,4184.752442255797
2480,135,0,27930.281968709576
2512,2511,0,4264.93893362389
2511,2480,0,2171.5076547384306
2511,2481,0,4288.3276903987935
2511,787,0,2934.6004912738617
138,2285,0,27284.21999488829
138,2006,0,9137.467552500733
2285,2017,0,4862.09555878791
2285,2018,0,22438.35100646781
2006,2015,0,10083.93649651083
2017,2021,0,7434.250996951959
2018,2149,0,27515.315655811013
2015,2038,0,11415.462170344988
139,138,0,36405.460977030474
2057,2464,0,177.15933729260914
2057,143,0,2305.6811357131387
2467,143,0,537.5608221231489
2467,2471,0,3347.0943534366697
2467,2468,0,6340.451014007171
2467,2469,0,1861.550049120941
2469,2472,0,4101.269798126785
141,2027,0,322.7580433863551
2027,2026,0,594.9772314899193
2027,141,0,242.5715520182438
2464,2057,0,2112.0379712999356
2471,140,0,7962.020903256
144,147,0,320.97267999565946
147,150,0,6275.917590436238
147,145,0,296.5515033577561
147,144,0,264.2394134256305
150,153,0,26568.62918520223
145,147,0,6459.002560653652
145,2519,0,
145,2506,0,693.8862325379008
2519,145,0,
2519,1879,0,1113.4855839013844
2506,145,0,3787.7082162934184
2506,1717,0,827.9771737862067
1879,1545,0,1172.3665939452749
1879,2542,0,2730.4658922164217
1879,1546,0,5057.501156298736
1879,2519,0,1172.3665939452749
1717,2506,0,3812.4050421799534
1717,2392,0,5083.141693824995
1717,2210,0,6644.314088995185
1717,2530,0,1905.441319566856
146,145,0,2959.2349581787676
146,2515,0,24991.121055038217
2515,2507,0,4739.7025101940435
2515,1856,0,20360.81266020523
2507,2392,0,8515.379344082558
2507,148,0,994.573568792318
2507,1856,0,7788.2907008631455
1856,1778,0,28258.497476429282
153,1502,0,264.2394134256305
153,154,0,26361.12303834587
148,149,0,1009.7681875926339
148,2507,0,6977.791857997928
149,150,0,20183.31747939911
2392,2507,0,5471.355130184233
2392,1717,0,8236.56002308507
1502,154,0,320.9726799956588
154,156,0,26738.828984910568
151,1866,0,1372.0344868162867
151,1536,0,3727.9922118525838
151,1907,0,2710.6726330654287
1866,2530,0,1032.172445609945
1866,151,0,1150.3556305214267
1536,888,0,4218.220767028189
1536,166,0,8985.527097480994
1536,151,0,4046.7856407889376
1536,1757,0,4970.615898276497
1907,151,0,2672.4390704678826
1907,152,0,2497.546702970224
2530,1717,0,2009.3581557739594
2530,1866,0,869.3745993589764
888,2298,0,2816.0000454091364
888,181,0,
888,1536,0,4175.503137556151
166,1756,0,34504.601303439274
166,1536,0,8481.809178229367
166,2194,0,20797.967980698413
1757,2193,0,4512.8311302872025
1757,1536,0,5735.773460363217
152,1545,0,
152,1907,0,2518.194150416533
152,1326,0,1172.3665939452749
152,2181,0,1947.992759446428
1545,152,0,
1545,1879,0,1113.4855839013844
1326,152,0,1113.4855839013835
2181,152,0,2086.402226980513
2181,2542,0,1613.1017499861198
2542,2181,0,1810.3922275640975
2542,1879,0,2474.294404594553
156,158,0,20821.187050406985
156,1636,0,5974.375201071587
158,1870,0,13237.974280503715
158,1966,0,7639.946036473161
1636,1966,0,153.9267725330249
1636,159,0,5870.2828927060245
155,1503,0,264.2394134256305
155,1504,0,27515.916800082417
1503,1504,0,320.97267999566003
1504,146,0,27893.62274664787
1870,2460,0,11920.84911372361
1870,2461,0,1333.8849554395297
1966,162,0,7843.707273173582
159,1637,0,13012.06685869972
157,155,0,27723.422946938663
2460,2466,0,20224.898865184194
2461,2462,0,301.1577957785676
2461,2463,0,1049.4869483200246
162,163,0,10971.210998823173
1637,549,0,13128.636547256934
549,550,0,21577.959540515145
160,157,0,14312.212151726739
161,2459,0,9122.402282512556
161,160,0,176.35365497076066
2459,2460,0,8287.289962802335
2459,2463,0,851.8721083693001
2463,2464,0,1918.118845348293
163,1637,0,69.49305555555542
163,906,0,10951.552407435029
906,1660,0,2139.770390720385
906,905,0,12086.157858224256
1660,2503,0,1841.1378353038788
1660,1659,0,4673.295838974478
905,1878,0,10863.422180006459
905,906,0,1158.7286324786292
905,970,0,6259.348976757947
164,837,0,3476.028161443414
164,549,0,8435.763149243912
164,740,0,8175.576764630101
837,838,0,3867.9995893897053
837,164,0,11833.245814935266
740,164,0,8207.045627380068
740,645,0,5869.529124735535
740,828,0,5596.4310946136675
740,1648,0,2578.681467041924
838,971,0,1787.6399873065022
838,1646,0,4224.08575394138
838,837,0,5486.763339510527
550,975,0,16616.54271826065
550,551,0,4974.97666627298
645,2391,0,5040.204708975622
645,740,0,5656.795958596064
828,1892,0,5742.215831547456
828,740,0,6399.27278304711
