,0,44,54,71,86,20,198
"(589, 2251)",48079.59984341593,7.3978174603174605,7.3978174603174605,7.3978174603174605,7.3978174603174605,16233.272714118955,0.0
"(1463, 130)",45934.37031155852,0.0,0.0,0.0,0.0,39180.2202885433,0.0
"(218, 206)",45477.67426483222,32609.085913784536,0.0,0.0,0.0,26445.314696758873,0.0
"(130, 1794)",42191.4633587597,0.0,0.0,0.0,0.0,0.0,0.0
"(2251, 218)",41149.918791871736,0.0,0.0,0.0,0.0,16281.23885889285,0.0
"(214, 1409)",41069.92606509617,0.0,0.0,0.0,0.0,30594.60042112598,0.0
"(127, 128)",38447.61313737636,5785.963977914396,0.0,0.0,0.0,38642.39983880445,0.0
"(540, 17)",37729.909561976776,0.0,0.0,0.0,0.0,27261.6850425555,0.0
"(1413, 126)",36593.83844762992,0.0,0.0,0.0,0.0,37407.44489995809,0.0
"(324, 1686)",34411.163494101915,0.0,0.0,0.0,0.0,0.0,0.0
"(1409, 540)",34389.27133447378,1.2361111111111112,1.2361111111111112,1.2361111111111112,0.0,25224.282967005314,0.0
"(2030, 220)",34269.92073067454,0.0,0.0,0.0,0.0,0.0,0.0
"(1777, 314)",1459.5185157162823,69425.75956216533,0.0,0.0,0.0,32828.18342181,0.0
"(1543, 1777)",1033.2166550565487,69354.83032203671,391.1971351822828,386.0245924472399,383.204308564456,32743.97931649425,0.0
"(1039, 1038)",10431.894491128778,38905.349768126995,0.0,0.0,0.0,10901.952406262137,0.0
"(1687, 35)",19942.472953430242,38378.94742019043,104793.68458227925,99976.8645752686,2209.3003188073553,45192.95030126187,0.0
"(49, 1040)",10710.091042479156,37931.64442608361,27796.16260889445,27972.34314380327,30245.655506763447,24890.03134750521,0.0
"(1638, 1342)",566.3911615618027,36828.77110335295,103264.52165719724,98445.18156882454,0.0,14600.844129689474,0.0
"(381, 331)",9963.665200449537,31877.26214123301,28069.615303808863,29357.473386804897,0.0,26893.007562790724,0.0
"(331, 1688)",10251.527111233787,31785.99817478171,27944.020089397916,29365.33602695758,0.0,26808.747351647282,0.0
"(956, 957)",3774.3561191991093,31181.74023815018,118201.23345819488,115307.1402185544,0.0,5009.020217919701,0.0
"(150, 153)",26568.62918520223,31169.709323301016,0.0,0.0,0.0,42308.79246555869,0.0
"(957, 1256)",3120.7756073099463,31141.644301474174,118166.87850791457,115271.9877636948,0.0,4950.976414631847,0.0
"(919, 920)",1231.8911799665711,20957.46638338779,90027.98759850941,126.04562147330907,192.33631132718432,2615.048879378095,0.0
"(918, 919)",1291.6931576763586,20934.516426166214,89995.01035477179,0.0,0.0,2615.8725650907663,0.0
"(941, 918)",1875.4549430857246,20915.22635590044,89964.72699524247,95.77999527159484,0.0,2618.986747238617,0.0
"(2392, 1717)",8236.56002308507,26981.50623641548,34378.059472925015,7425.046757455078,2194.42136703159,7259.382452533543,0.0
"(1717, 2530)",1905.441319566856,24213.192128174596,33806.644448423416,7684.207164819745,2763.849636066532,1696.086168784754,0.0
"(146, 2515)",24991.121055038217,22533.22831218762,27867.23358034065,0.0,0.0,23339.392297567283,0.0
"(165, 160)",14086.024032588699,25677.79471439914,27804.82553491984,23388.692946764993,30787.765189269983,26071.22392196541,0.0
"(1827, 1794)",7619.568515978811,15210.47698565506,23397.309700211707,23180.151918223233,23876.273539379294,35844.64113164467,0.0
"(576, 1222)",3690.4125568816075,21618.126281673955,21285.407504017014,20404.602687815353,11554.0571494158,6239.536822803125,0.0
"(1742, 841)",24101.951429788467,8494.657040128543,18358.823755833364,18288.487524555996,19936.454491263685,23869.898658209706,0.0
"(2201, 216)",13800.11737340282,13632.72871809285,13355.877998812024,13316.484220048029,13155.07665460583,14779.484451741559,0.0
"(1763, 233)",3495.8751686950595,12334.519833740454,10422.03467718991,10391.407071995991,10355.426775929096,4798.091226399711,0.0
"(208, 2201)",13174.486049368841,7649.229040743508,9248.309314320732,9220.845515832872,9189.738964398211,8199.534135546983,0.0
"(209, 2201)",14759.01198854985,10032.077781766224,9185.77223794329,9157.826963452839,9005.174181013375,15495.971818162121,0.0
"(1402, 1401)",9184.279494551189,11024.578362227401,8917.010573389087,8910.836641765176,8876.054375012358,10050.64622756177,0.0
"(515, 1402)",4885.93091163244,9982.445976982548,7904.083018730055,7868.979920439431,7835.43950619679,9390.351885988468,0.0
"(2201, 209)",14313.048800261806,4122.151070857437,5072.262850903363,5057.390398569375,5039.739509527854,6908.45963202324,0.0
"(1635, 12)",15263.59233343871,0.0,0.0,0.0,0.0,46061.00202218894,0.0
"(1448, 588)",4259.473071588797,0.0,0.0,0.0,0.0,42307.32012501865,0.0
"(2194, 2514)",25838.35342252406,27232.065467461052,6693.759175219333,6376.198177519535,0.0,39315.472186834144,0.0
"(516, 814)",13080.901046702966,0.0,0.0,0.0,0.0,35330.43458187269,0.0
"(38, 43)",14667.11853815665,0.0,0.0,0.0,0.0,35158.1396306758,0.0
"(43, 42)",10137.822160368229,0.0,0.0,0.0,0.0,35100.78084419962,0.0
