u,v,key,weighted_centrality
1191,1190,0,1155.2132742869612
831,833,0,6731.797925554233
831,1191,0,753.4192078754514
831,1196,0,
1190,1191,0,1081.571351707931
1190,1128,0,669.9685205521587
1190,1146,0,280.12424901487395
35,36,0,28780.54140514553
35,1638,0,6095.102531406627
36,2225,0,66671.05272110896
1638,1368,0,5548.025985236187
1638,1342,0,620.3212636702415
2225,2224,0,41494.04658066525
2225,34,0,25490.931489969207
1368,278,0,20799.235125625903
1342,607,0,19674.20312335372
2224,2225,0,281.9577800671566
2224,557,0,41244.05637013959
37,38,0,27578.853124499696
38,563,0,5792.792519023704
38,43,0,21706.90813746458
563,506,0,16055.558321457438
43,559,0,4840.907179927796
43,42,0,16786.848489525022
506,566,0,41248.01142996475
559,88,0,10215.20644780605
42,41,0,39300.61581923652
39,1238,0,832.6099826388846
39,37,0,18845.898955308512
1238,37,0,8812.10663720799
1238,1239,0,4477.612189911304
1238,1237,0,873.9648175542264
1239,1240,0,1901.5515680896276
1239,2318,0,3830.901699871277
1239,1238,0,5471.4855198024425
1237,83,0,861.4289601824327
1237,1238,0,7938.740610244627
40,39,0,19660.737924320583
41,965,0,8720.382596901129
41,1050,0,30547.362066052036
965,966,0,6190.20068477313
965,964,0,10324.677559131474
965,1246,0,
1050,57,0,34441.24204510602
966,1051,0,1886.6681995048903
966,1202,0,3557.3370424193636
966,2386,0,3091.907815170361
966,965,0,5896.526071415675
964,965,0,1930.840731861771
964,963,0,8858.838398122647
964,1050,0,3926.751135324373
1246,1276,0,2708.3776194093934
1246,1275,0,3061.6224906657126
1246,965,0,
57,1269,0,1203.3724455369231
57,56,0,33327.6047237946
88,555,0,22562.5587163136
88,560,0,4504.432507324662
44,1631,0,34465.304081958246
44,2482,0,26515.324018547828
1631,2417,0,15482.355502486567
1631,779,0,18784.641482645573
2482,8,0,26920.903940084172
2417,6,0,15652.563820998057
779,2445,0,18464.546520332682
779,2482,0,362.8374419249058
45,47,0,65207.88561774344
47,728,0,35908.289041252196
47,1339,0,29314.479514668816
728,1711,0,23352.61385928008
728,726,0,12570.558120220516
1339,1630,0,33750.99026720545
46,1786,0,8360.00653795983
46,45,0,29256.23691211011
1786,2417,0,127.46583889966254
1786,2446,0,8275.283178672064
2446,858,0,9971.99078503205
2446,2448,0,11551.542033812535
2446,2445,0,7690.639876635067
1711,732,0,36650.065316142565
726,12,0,21605.138175847133
1630,49,0,49707.80974614914
48,44,0,61178.93519735985
49,1040,0,13177.97858802482
49,50,0,36613.90541376298
1040,1039,0,13262.483014481773
1040,50,0,7090.302118450718
50,51,0,43729.70242835285
1039,868,0,7829.10220436813
1039,1038,0,13141.13253219273
1039,1040,0,7090.732289241029
51,1282,0,4668.878993792676
51,1043,0,39081.03824188482
1282,1042,0,427.3327422287467
1282,1015,0,4261.761058897066
1043,52,0,42867.998820143854
1042,1043,0,3766.7457709204255
1015,1016,0,3964.5188899281147
1015,1014,0,3378.28368676386
1015,1042,0,3319.19822135846
52,1281,0,14524.857580115533
52,1046,0,28363.356047332793
1281,1045,0,422.5273044828473
1281,1044,0,14112.498940094034
1046,53,0,36428.769904486544
1045,1046,0,7975.678732914284
1044,1045,0,7542.982763970125
1044,1047,0,15978.472779446973
1044,1259,0,7376.49820195787
53,1269,0,2888.6717834488036
53,54,0,33629.83324525332
1269,1271,0,4181.779353215943
54,86,0,35142.67752278618
1271,1270,0,4325.675225010343
1271,1272,0,1710.7481950080046
86,963,0,4207.269618462449
86,87,0,30902.536748034097
963,1049,0,10169.342651548292
963,964,0,4424.623862451507
963,962,0,4894.024100289581
87,561,0,16253.760980755336
87,88,0,16930.9372438519
55,1047,0,8142.627339000381
55,71,0,28356.74882920449
1047,1217,0,16604.64251816285
1047,71,0,13102.087645725394
1047,1044,0,9379.751706873743
71,70,0,41479.05128226871
1217,1047,0,14955.213087852959
1217,904,0,4522.8316602485265
1217,1048,0,11581.376377019162
70,1016,0,3276.7610201210236
70,69,0,38222.50506947006
56,55,0,36409.641043979354
58,477,0,29664.464458196537
58,59,0,16736.88287974786
477,478,0,29677.26891333564
477,487,0,78.46113376524706
59,1457,0,24134.85712013043
478,2020,0,24163.256510239076
478,2149,0,5563.930341214326
487,59,0,7348.056302263098
1457,119,0,26126.232193567364
119,25,0,28519.142529771016
60,1782,0,11077.457986835472
1782,1781,0,6653.053010225097
1782,2586,0,4418.998981869885
1781,2222,0,3637.757072621936
2586,2584,0,3636.745134399906
2586,2585,0,747.4207155895571
61,626,0,18803.495475166044
61,60,0,5419.650569763909
626,60,0,5663.213411812182
626,494,0,22790.494963393154
626,495,0,7134.76536828658
494,493,0,22888.037023661516
494,626,0,10221.360580437015
495,1380,0,951.6693621176612
495,496,0,6155.892328382397
495,626,0,6569.023682628365
62,1384,0,23341.35558308351
62,1381,0,1888.6100052520067
1384,61,0,24228.552039674094
1381,1384,0,902.4374090354248
1381,1380,0,397.969091830351
1381,1382,0,1949.7222591609134
1380,495,0,583.7727395459923
1380,1381,0,750.6247619567932
1382,1385,0,1713.5117806688552
1382,1381,0,626.1349452630673
1382,1383,0,83.65731534090908
63,2180,0,31404.974554682412
2180,64,0,41013.047071886234
64,1632,0,5343.560781403157
64,65,0,35714.81329325043
1632,639,0,5571.125270738531
1632,65,0,2649.0120788913455
1632,640,0,1864.5930230222657
65,92,0,38371.31387278077
639,1931,0,4253.652157242334
639,91,0,5486.378258186637
639,1632,0,2714.8340169378666
640,1632,0,1981.0085715346859
640,1248,0,1541.0334015775534
92,2215,0,3682.4028427077933
92,2115,0,34696.399530698676
2115,66,0,42720.84847519521
66,1020,0,5161.236387316531
66,46,0,37573.500970466004
1020,1023,0,2038.97693562877
1020,1355,0,5454.3866292928915
1023,1020,0,1678.2746332742813
1023,1356,0,1841.9453000257952
1355,1022,0,5691.267374038511
1355,1020,0,639.9636617467514
67,727,0,22207.437820782427
67,48,0,28403.076899052136
727,726,0,9008.943557828123
727,1711,0,13282.568518622807
68,1039,0,5023.931101613542
68,90,0,37217.159420643904
90,67,0,50526.4404642082
868,863,0,5496.612281755496
868,1041,0,1371.6283498106782
868,1039,0,9690.478654038729
868,1037,0,897.460171344182
1038,90,0,13225.206787859217
69,68,0,42215.59562615584
1016,1017,0,863.2599987430783
1016,1015,0,3334.328671493752
1016,69,0,3967.595660554912
1017,1016,0,903.6896134094657
1017,1018,0,432.97027714932324
72,75,0,11432.12482590303
76,81,0,11716.48288359468
76,2319,0,10840.801419811063
76,707,0,663.8096753124468
73,72,0,6731.886551182602
2114,2320,0,6370.940985701629
2114,2379,0,2617.8687766722496
2379,1939,0,2330.2690665482323
2379,2429,0,282.7256558392583
81,77,0,7490.112539076778
81,1533,0,4238.400211301355
2319,1906,0,2735.5528493207585
2319,74,0,8125.248483771789
707,788,0,591.3346104467473
707,350,0,29.277777777777754
707,76,0,530.2717352092383
77,78,0,5531.475655718163
77,349,0,7369.586408733276
1533,1682,0,4626.146840175041
1906,30,0,10937.189908196917
788,707,0,435.0224515068325
788,789,0,598.9633088929099
788,1905,0,265.01648418983115
350,351,0,1222.6995335546296
350,1606,0,1304.3300282438365
350,707,0,32.05208333333336
78,1670,0,5410.456275863331
78,1533,0,375.71676209034763
78,77,0,979.6221453179401
349,77,0,4419.297513273386
349,2090,0,7307.004373529903
1670,79,0,5422.486142646949
2090,349,0,4344.685611286512
2090,1607,0,7460.805584839209
79,1606,0,1411.803407091216
79,80,0,4591.092530275623
79,78,0,1222.289660769739
1682,1677,0,2862.8147958420523
1682,1685,0,1773.846207583562
1606,350,0,1286.176817545139
1606,79,0,1441.9864845734733
80,76,0,8872.443203150997
82,2431,0,8109.911499764013
82,73,0,6435.859981918605
2431,2428,0,8785.110903827062
2428,1906,0,8181.637145594983
2428,1938,0,625.0212360199456
83,84,0,20026.325550995545
84,1227,0,3165.3743801132705
84,85,0,16878.722184510938
1227,1228,0,3344.569441822409
1227,1226,0,1608.4711727515723
1227,85,0,1354.535160932801
85,1929,0,18251.028359069198
1228,1229,0,2193.5446626086164
1228,1227,0,1811.3222920774972
1228,40,0,3246.9669227932964
1226,1197,0,1445.3807836064107
1226,1227,0,1313.10808968911
1929,2430,0,3744.5753688049494
1929,82,0,14524.224003893582
2430,73,0,274.4790914763363
2430,2453,0,3684.1654296427755
2430,2431,0,653.6519262753583
2430,2454,0,3366.4062671906886
1049,561,0,7728.876238959424
1049,87,0,2361.3139445763563
962,963,0,6454.753753978561
962,2299,0,4691.350248793933
561,558,0,23903.484751692344
558,560,0,13660.413284997268
558,563,0,10163.918998689678
555,89,0,27231.63526608325
560,281,0,18186.626296089173
89,1237,0,8005.357220885744
89,83,0,19147.125577186383
281,280,0,46250.324975119496
91,987,0,39609.8668193118
987,1785,0,2261.362815229571
987,14,0,37393.831006854896
1785,1916,0,1123.9482581619504
1785,610,0,10841.04920216718
1359,2215,0,3605.0520730381495
1359,1360,0,1963.5282488838402
1359,2207,0,1541.6042099161864
2178,2443,0,2691.280092903678
2178,1709,0,19411.734229989885
95,15,0,25496.38049271476
95,2161,0,2238.7863715395224
2161,2134,0,8599.134610066812
2134,2162,0,9966.64184899802
2134,2132,0,1757.0949378372604
96,24,0,19934.0383509641
96,101,0,6391.040642170216
101,102,0,15126.763216381343
101,24,0,5598.524748043155
101,108,0,
101,110,0,26978.43688094347
102,103,0,15682.542512068045
102,101,0,20161.20603115258
108,101,0,
108,1432,0,4816.39170456642
108,109,0,5908.880373757722
97,96,0,20465.42183085167
97,176,0,4902.573164994149
176,179,0,4348.11367440306
176,96,0,5984.783797657967
176,989,0,631.496331348393
179,176,0,4418.865562184392
179,184,0,3958.640005163807
989,2274,0,1883.9118214138816
989,176,0,462.5945548732297
205,97,0,12920.022449326401
205,248,0,12578.900250864881
205,2274,0,3204.6299168642463
248,205,0,12944.04955699026
248,1411,0,1387.81384881511
248,219,0,15588.889886753948
248,1414,0,4969.537792204975
2274,989,0,1840.1366803131573
2274,205,0,3123.2784225904484
1566,695,0,2114.692745545712
1566,173,0,3155.0462105442853
2206,2303,0,6326.85497810422
2206,293,0,7804.444826950566
1861,168,0,15334.940841078622
1861,298,0,27170.665488646588
1861,169,0,16515.268317348604
1861,1852,0,14681.85580263342
292,168,0,2522.7716688213595
292,1852,0,1228.3082264957254
1432,108,0,5456.597581654942
1432,2223,0,4671.7621417797745
109,108,0,5183.841047572882
109,110,0,7546.087237027421
1738,111,0,28179.618770187335
1969,105,0,35477.26690770658
106,105,0,2856.460981268499
106,171,0,4504.158123451469
1774,1772,0,29528.84044451295
171,106,0,1703.7497814739097
171,172,0,3448.5614166918963
1772,1813,0,1930.4504930934897
1772,313,0,27696.87783600143
172,171,0,575.8665774930214
172,1340,0,1171.3485953194283
172,776,0,3060.34872193943
2223,1432,0,5227.134569771928
2223,177,0,4525.973957852369
2028,2026,0,2868.1058829379435
2028,2176,0,2148.882135240002
1799,2038,0,16164.124462393234
1799,2025,0,11387.258666440077
112,113,0,579.8904486350716
112,1753,0,310.94924756615774
113,114,0,1361.1709732386723
113,112,0,592.777980944795
1753,115,0,1098.6720798620586
1753,112,0,389.8355224447297
114,113,0,1465.8323127366777
114,134,0,2109.345754396415
114,1752,0,1020.7310749393847
115,2557,0,1872.584261270401
115,1753,0,1269.33216192893
1752,132,0,813.4602325464772
1752,114,0,1193.9502852916157
133,2444,0,2980.722991895628
133,134,0,1232.8214729714757
133,2473,0,933.6938034188196
132,2444,0,1409.124624261183
132,1752,0,1078.4532500870184
132,118,0,144.78366537308867
2557,115,0,2135.018150525514
2557,2558,0,2739.8979642545337
2558,2557,0,2982.9839274772617
2558,2559,0,3606.4317527087514
116,2560,0,5502.8748480763015
116,117,0,6824.1970107159705
116,118,0,2198.725863847696
2560,2559,0,4670.133430098783
2560,116,0,5317.832662950347
117,116,0,8308.115593083387
117,2479,0,41347.47870537677
117,136,0,44970.60907019566
117,483,0,22295.086617866687
118,116,0,880.5015405738756
118,132,0,1482.355914679222
2559,2558,0,3830.1697898991347
2559,2560,0,4465.743318940656
2479,2481,0,41379.57518914334
2479,121,0,
136,2546,0,2949.9221895117166
136,2571,0,42129.42920678718
483,117,0,21477.596056880855
483,2236,0,21877.189216983876
2481,2511,0,3825.7168724171415
2481,121,0,43614.81550920474
121,1455,0,43706.08109810881
2546,832,0,4059.104656044299
2571,2468,0,4947.399476187641
2571,2465,0,37290.772056703354
2236,483,0,21040.35072996492
2236,482,0,21453.351645160215
2444,132,0,227.80306637806675
2444,1766,0,3881.111177983069
2444,133,0,389.67569791319954
2026,2027,0,633.305940036278
2026,119,0,2374.371784907683
2026,2028,0,622.0767895299142
2176,2177,0,1528.799601307057
2176,2028,0,2225.415077664763
2176,2487,0,1265.1357991929956
2038,2284,0,45154.625351926465
2025,2022,0,2681.5343948877303
2025,2172,0,8755.642209673226
1455,122,0,39508.76167831592
1455,1456,0,4288.58500869463
122,123,0,35134.586655679166
122,2022,0,4424.092960745718
1456,2020,0,2397.045811494718
1456,1457,0,1941.4571353190665
123,124,0,57393.37095068829
2022,2016,0,7155.545293753014
124,2029,0,37541.71709218137
124,2043,0,19754.209014096225
2016,2021,0,3544.197110647836
2016,2015,0,3661.26612122453
2029,1850,0,52630.49904883396
2043,239,0,29822.323216365297
1850,2030,0,46263.122563695295
1850,752,0,6450.255021783767
239,240,0,24332.345613685797
239,241,0,5392.5327582908
125,1413,0,55415.8569612457
1413,126,0,60359.46982407887
126,127,0,55534.22445304534
126,541,0,4839.71226271052
127,128,0,61721.494572634874
541,1882,0,2275.6916235112144
541,1105,0,5330.3897231774345
541,127,0,6172.803227894826
541,1410,0,1593.2093080591899
128,129,0,57033.53013772336
128,812,0,4698.855240369393
1882,541,0,2627.273582576032
1882,1589,0,1846.7506137706014
1105,541,0,6416.660715187717
1105,1104,0,5284.302768465447
1410,541,0,1473.9804304814731
1410,1411,0,1291.8301173357013
129,1459,0,68509.63618462949
812,814,0,14645.70630656365
1459,1464,0,77572.319178818
814,192,0,37909.383893632556
1464,1468,0,12003.975105640438
1464,1463,0,65653.12481464571
130,1794,0,63974.76491120148
130,1827,0,4489.2252576612655
1794,131,0,72298.19682081958
1827,1947,0,2877.262478508674
1827,1826,0,5091.628249982397
1827,1794,0,8268.638822532854
131,1742,0,36411.68336457181
131,502,0,35941.30654326181
1947,1827,0,3720.4575005816414
1947,1820,0,2606.3614794518103
1826,1827,0,7943.066051321115
1826,2154,0,2462.7822593189326
1826,218,0,5012.383234002053
1742,1446,0,4860.369406015223
1742,841,0,31606.107045646324
502,1435,0,41333.46238536874
1446,1439,0,11181.44447764236
841,21,0,65097.72757291322
1435,1433,0,46807.666624947844
1766,117,0,41849.130821280065
2473,2546,0,1000.4401404151552
2473,133,0,3617.0054159827846
135,117,0,46751.0181716172
832,1658,0,3247.7339536279987
832,2473,0,3575.0094268616003
2468,2465,0,11006.062296864227
2468,2467,0,5061.347158776843
2465,1730,0,48317.579265108136
137,2480,0,43604.66920975863
137,2512,0,6004.37784276176
2480,135,0,46731.67024558359
2512,2511,0,6095.643431666319
2511,2480,0,3094.904552045185
2511,2481,0,5969.691603566319
2511,787,0,5670.5138329639
138,2285,0,44120.81405709019
138,2006,0,22726.741007836186
2285,2017,0,6273.675352802752
2285,2018,0,37869.193809708326
2006,2015,0,25188.05124127342
2017,2021,0,9519.118029156029
2018,2149,0,43862.58553349971
2015,2038,0,28899.23530061666
139,138,0,66825.4999595414
2057,2464,0,238.66823152337847
2057,143,0,3362.2449013278565
2467,143,0,723.0876116530612
2467,2471,0,3812.258029433645
2467,2468,0,11011.267653335794
2467,2469,0,2463.8859141062153
2469,2472,0,5195.733111011164
141,2027,0,385.57516411285263
2027,2026,0,743.1100802383986
2027,141,0,294.3095752082901
2464,2057,0,3103.059856572796
2471,140,0,11468.683894656255
144,147,0,406.0949556366851
147,150,0,9543.747642328812
147,145,0,311.952793040296
147,144,0,314.763051246143
150,153,0,47982.72398230026
145,147,0,9673.036626587895
145,2519,0,
145,2506,0,784.4102442900394
2519,145,0,
2519,1879,0,1281.2760982481504
2506,145,0,5679.578126244492
2506,1717,0,868.6132848973228
1879,1545,0,1369.6896784996045
1879,2542,0,3513.3440813883185
1879,1546,0,6226.395772446516
1879,2519,0,1369.6896784996045
1717,2506,0,5596.379572857506
1717,2392,0,5346.41990658442
1717,2210,0,8253.763355700674
1717,2530,0,2395.272385722925
146,145,0,4298.514357598786
146,2515,0,44635.13252963309
2515,2507,0,7037.017539956033
2515,1856,0,37765.51658366958
2507,2392,0,10748.857069829142
2507,148,0,1464.4963976995284
2507,1856,0,8227.800760431948
1856,1778,0,46160.71893810096
153,1502,0,314.763051246143
153,154,0,47759.292835443026
148,149,0,1534.8579693386666
148,2507,0,7372.016922006929
149,150,0,38271.5747459668
2392,2507,0,5864.718172003528
2392,1717,0,10397.96039840446
1502,154,0,406.0949556366846
154,156,0,48256.719695469896
151,1866,0,1554.0300204493055
151,1536,0,3921.1467028476573
151,1907,0,2900.6598666651644
1866,2530,0,1296.973557692303
1866,151,0,1333.3493271026289
1536,888,0,5615.651000381073
1536,166,0,9513.032318144244
1536,151,0,4323.5322740167585
1536,1757,0,6757.757625054531
1907,151,0,2807.3685690942325
1907,152,0,2774.4784039081383
2530,1717,0,2439.125918566683
2530,1866,0,1164.7064445970732
888,2298,0,3847.8521989374276
888,181,0,
888,1536,0,5506.444617446106
166,1756,0,49599.944471648836
166,1536,0,9127.239195846247
166,2194,0,35315.90901117192
1757,2193,0,6543.833789964007
1757,1536,0,7537.8305987110025
152,1545,0,
152,1907,0,2769.6006865886757
152,1326,0,1369.6896784996045
152,2181,0,2394.695339505239
1545,152,0,
1545,1879,0,1281.2760982481504
1326,152,0,1281.2760982481502
2181,152,0,2566.6447826886965
2181,2542,0,2142.6095612720446
2542,2181,0,2402.9725847069503
2542,1879,0,3164.5674777019663
156,158,0,28460.749072728686
156,1636,0,19887.3025271197
158,1870,0,20545.56724792243
158,1966,0,8006.513729197322
1636,1966,0,170.0278943278974
1636,159,0,19764.29905422397
155,1503,0,314.763051246143
155,1504,0,48344.888122820215
1503,1504,0,406.09495563668503
1504,146,0,48842.31498284746
1870,2460,0,18953.822922869876
1870,2461,0,1612.4892365750122
1966,162,0,8223.566044957564
159,1637,0,43256.207973379685
157,155,0,48568.3192696774
2460,2466,0,40282.256640930886
2461,2462,0,404.55002334266925
2461,2463,0,1228.684124754672
162,163,0,11992.28984890899
1637,549,0,43514.24944858887
549,550,0,71457.24371016989
160,157,0,27231.943137571398
161,2459,0,22881.16157226278
161,160,0,176.30000000000058
2459,2460,0,21307.688806535025
2459,2463,0,1594.2176772501891
2463,2464,0,2843.6467135271178
163,1637,0,197.66666666666706
163,906,0,11841.647603674575
906,1660,0,2910.7789377289696
906,905,0,13601.741764420016
1660,2503,0,2137.6328161454126
1660,1659,0,5773.770819494765
905,1878,0,11711.193754671103
905,906,0,2100.2564102564156
905,970,0,7572.532825761813
164,837,0,4194.353409272595
164,549,0,27908.85241587979
164,740,0,16793.92723905408
837,838,0,4806.48250369766
837,164,0,29263.621127341947
740,164,0,19573.137128320253
740,645,0,8376.475719113314
740,828,0,12356.298611717548
740,1648,0,3129.7774720785824
838,971,0,2199.428728853445
838,1646,0,4749.89452251768
838,837,0,7463.012252462243
550,975,0,50958.82061410075
550,551,0,20532.564941760622
645,2391,0,7342.667889891899
645,740,0,8712.961084442328
828,1892,0,12519.004639860119
828,740,0,15048.845930118961
1648,1660,0,2302.5194002473663
